player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_sca_sca,header_sca_sca_per90,header_sca_types_sca_passes_live,header_sca_types_sca_passes_dead,header_sca_types_sca_dribbles,header_sca_types_sca_shots,header_sca_types_sca_fouled,header_gca_gca,header_gca_gca_per90,header_gca_types_gca_passes_live,header_gca_types_gca_passes_dead,header_gca_types_gca_dribbles,header_gca_types_gca_shots,header_gca_types_gca_fouled,header_gca_types_gca_og_for,matches
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,20,1.98,16,0,0,3,1,3,0.30,2,0,0,1,0,0,Matches
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,32,1.48,27,0,1,1,3,4,0.19,3,0,0,0,1,0,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,41,3.39,22,10,3,4,2,8,0.66,4,2,0,1,1,0,Matches
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,1,0.60,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,4,0.28,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,12,2.67,8,3,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,28,1.47,18,0,3,2,5,3,0.16,2,0,1,0,0,0,Matches
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,15,2.48,7,2,2,1,3,1,0.17,1,0,0,0,0,0,Matches
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,65,2.49,51,3,3,2,6,10,0.38,9,1,0,0,0,0,Matches
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,4,0.31,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,22,2.31,15,0,2,2,3,5,0.52,3,0,0,1,1,0,Matches
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,65,1.71,52,4,6,0,3,6,0.16,4,0,1,0,1,0,Matches
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,33,2.73,21,2,5,3,2,7,0.58,6,0,0,1,0,0,Matches
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,2,0.32,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,26,1.39,17,3,3,1,2,0,0.00,0,0,0,0,0,0,Matches
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,9,2.02,5,2,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,33,2.12,17,0,2,8,6,1,0.06,1,0,0,0,0,0,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,3,0.49,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,76,3.53,45,12,8,7,4,7,0.33,5,0,0,1,1,0,Matches
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,115,4.18,67,37,3,2,6,12,0.44,7,3,1,0,1,0,Matches
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,8,0.33,8,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,6,2.78,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,13.2,35,2.65,32,0,1,1,1,4,0.30,3,0,1,0,0,0,Matches
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,3,0.60,2,0,0,0,1,1,0.20,1,0,0,0,0,0,Matches
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,17,1.36,16,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,2,4.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,66,2.81,40,11,7,5,3,9,0.38,4,0,2,2,1,0,Matches
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,16,0.76,11,3,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,20.4,54,2.65,46,0,3,2,3,4,0.20,3,0,0,0,1,0,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,5,0.77,5,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,16.8,18,1.07,12,3,0,0,2,2,0.12,1,0,0,0,0,1,Matches
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,10,2.88,8,0,1,1,0,2,0.58,2,0,0,0,0,0,Matches
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,46,3.75,31,1,6,5,3,5,0.41,4,0,0,1,0,0,Matches
Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,19,1.26,12,0,1,1,5,1,0.07,0,0,0,0,1,0,Matches
Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,77,3.33,59,0,8,5,5,15,0.65,12,0,2,1,0,0,Matches
Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,19,2.67,16,1,2,0,0,3,0.42,2,0,1,0,0,0,Matches
Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,11.4,13,1.14,9,3,0,1,0,1,0.09,1,0,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,14,1.34,12,1,0,0,1,3,0.29,3,0,0,0,0,0,Matches
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,19,3.87,17,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,2,2.00,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,20,1998,13.5,74,5.46,43,9,14,6,2,6,0.44,4,0,1,1,0,0,Matches
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,12,5.68,7,0,2,2,1,2,0.95,2,0,0,0,0,0,Matches
Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,11,2.91,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,12,0.43,10,0,0,2,0,1,0.04,0,0,0,1,0,0,Matches
Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,28,1.97,18,10,0,0,0,2,0.14,1,1,0,0,0,0,Matches
Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,25,0.69,22,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,33,3.00,19,12,2,0,0,4,0.36,1,3,0,0,0,0,Matches
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,1,0.22,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,12,3.03,9,1,1,1,0,2,0.51,2,0,0,0,0,0,Matches
Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,30,2.55,18,2,3,5,2,2,0.17,0,0,0,1,1,0,Matches
Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,19.5,28,1.44,26,1,1,0,0,2,0.10,2,0,0,0,0,0,Matches
Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.1,6,0.74,2,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,7,2.64,5,0,1,1,0,3,1.13,2,0,0,1,0,0,Matches
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,30,1.94,17,11,0,1,1,3,0.19,1,1,0,0,1,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,3,0.10,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,32,1.61,28,0,0,3,1,4,0.20,4,0,0,0,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,50,3.01,31,2,5,7,5,4,0.24,1,1,0,2,0,0,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,7,1.65,4,0,2,0,1,1,0.24,0,0,1,0,0,0,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,57,2.44,40,1,7,3,6,7,0.30,2,1,1,2,1,0,Matches
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,23.6,6,0.25,5,0,0,1,0,1,0.04,0,0,0,1,0,0,Matches
Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,15,2.50,11,0,3,0,1,3,0.50,3,0,0,0,0,0,Matches
Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,8,2.14,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,13,0.38,11,0,0,1,1,1,0.03,0,0,0,1,0,0,Matches
Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,11.0,10,0.91,7,0,0,0,3,0,0.00,0,0,0,0,0,0,Matches
Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,1,0.83,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,4,0.62,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,11,3.68,8,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,20,0.99,18,0,0,0,2,2,0.10,2,0,0,0,0,0,Matches
Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,48,3.03,34,2,5,5,2,8,0.51,6,0,1,0,1,0,Matches
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,47,2.83,38,3,1,0,5,5,0.30,4,0,0,0,1,0,Matches
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,14,1.09,11,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,32.2,89,2.76,60,0,8,7,14,11,0.34,6,0,1,3,1,0,Matches
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,29,1.43,23,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,3,1.70,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,88,3.66,68,0,10,6,4,13,0.54,6,0,3,2,2,0,Matches
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,27,2.48,25,0,0,1,1,2,0.18,1,0,0,1,0,0,Matches
Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,9,2.32,8,0,0,0,1,1,0.26,1,0,0,0,0,0,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,28,1.84,22,5,0,1,0,2,0.13,2,0,0,0,0,0,Matches
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,13,0.43,11,0,0,1,1,2,0.07,2,0,0,0,0,0,Matches
Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,38,1.63,28,0,2,4,4,6,0.26,1,0,1,2,2,0,Matches
László Bénes,sk SVK,MF,M'gladbach,de Bundesliga,21,1997,10.0,49,4.91,27,17,1,1,3,6,0.60,2,4,0,0,0,0,Matches
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26.0,2,0.08,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,24,1.14,20,2,0,1,1,2,0.09,2,0,0,0,0,0,Matches
Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2001,1.5,4,2.73,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,25.9,63,2.43,50,9,1,0,3,4,0.15,3,0,0,0,1,0,Matches
Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,5,0.74,4,1,0,0,0,1,0.15,0,1,0,0,0,0,Matches
Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,2,0.54,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Keanen Bennetts,eng ENG,MF,M'gladbach,de Bundesliga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1999,1.9,10,5.36,6,2,0,2,0,1,0.54,0,1,0,0,0,0,Matches
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,1999,8.5,34,4.02,14,12,1,3,4,5,0.59,1,2,0,1,1,0,Matches
Ramy Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24,1995,16.1,22,1.37,17,0,1,2,2,5,0.31,4,0,0,1,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,10,1.20,9,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,23.6,69,2.93,47,17,2,0,3,10,0.42,5,3,1,0,1,0,Matches
Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14.0,36,2.57,24,0,5,4,3,6,0.43,5,0,1,0,0,0,Matches
Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,3,2.78,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,118,3.38,104,0,11,2,1,17,0.49,15,0,2,0,0,0,Matches
Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,5,2.60,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,25.8,104,4.03,65,12,6,11,10,11,0.43,7,0,0,2,2,0,Matches
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,55,1.74,44,3,3,4,1,3,0.09,2,0,0,1,0,0,Matches
Álex Berenguer,es ESP,"MF,FW",Torino,it Serie A,24,1995,18.4,70,3.81,36,11,14,5,4,8,0.44,4,1,3,0,0,0,Matches
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,27,1992,25.7,26,1.01,21,3,0,0,2,2,0.08,2,0,0,0,0,0,Matches
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,6.9,22,3.19,17,2,1,1,1,2,0.29,2,0,0,0,0,0,Matches
Markel Bergara,es ESP,MF,Getafe,es La Liga,33,1986,0.8,1,1.25,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,10.5,7,0.67,6,0,1,0,0,2,0.19,1,0,1,0,0,0,Matches
Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,21,1997,7.8,26,3.32,22,0,2,0,2,1,0.13,1,0,0,0,0,0,Matches
Robert Berić,si SVN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,4.6,3,0.65,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26.0,4,0.15,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,26,1993,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Valon Berisha,xk KVX,"MF,FW",Düsseldorf,de Bundesliga,26,1993,10.5,19,1.82,12,4,0,0,3,1,0.10,1,0,0,0,0,0,Matches
Sergio Bermejo,es ESP,FW,Celta Vigo,es La Liga,21,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bernard,br BRA,"MF,FW",Everton,eng Premier League,26,1992,14.2,48,3.38,40,0,5,2,1,5,0.35,3,0,2,0,0,0,Matches
Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,25,1994,15.7,54,3.45,37,6,3,4,4,1,0.06,1,0,0,0,0,0,Matches
Bernardo,br BRA,DF,Brighton,eng Premier League,24,1995,7.5,10,1.33,9,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,1997,24.5,4,0.16,2,2,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,26,1993,15.4,25,1.62,22,0,0,1,2,6,0.39,4,0,0,1,1,0,Matches
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,2.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Bertolacci,it ITA,MF,Sampdoria,it Serie A,28,1991,4.9,7,1.42,6,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,29,1989,30.5,62,2.04,45,14,0,0,3,1,0.03,0,1,0,0,0,0,Matches
Muhamed Bešić,ba BIH,MF,Sheffield Utd,eng Premier League,26,1992,2.8,3,1.08,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Louis Beyer,de GER,DF,M'gladbach,de Bundesliga,19,2000,1.2,1,0.82,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,29,1990,13.1,7,0.54,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pedro Bigas,es ESP,DF,Eibar,es La Liga,28,1990,19.7,8,0.41,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lucas Biglia,ar ARG,MF,Milan,it Serie A,33,1986,7.5,12,1.60,10,2,0,0,0,1,0.13,1,0,0,0,0,0,Matches
El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,17,2001,5.0,7,1.39,4,0,0,1,2,2,0.40,0,0,0,1,1,0,Matches
Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,23,1996,28.1,43,1.53,35,2,2,3,1,4,0.14,4,0,0,0,0,0,Matches
Cristiano Biraghi,it ITA,"DF,MF",Inter,it Serie A,26,1992,16.5,55,3.34,36,13,3,0,3,10,0.61,8,1,1,0,0,0,Matches
Davide Biraschi,it ITA,DF,Genoa,it Serie A,25,1994,21.4,21,0.98,14,1,1,1,4,3,0.14,2,1,0,0,0,0,Matches
Valter Birsa,si SVN,MF,Cagliari,it Serie A,32,1986,4.7,17,3.62,11,5,0,0,0,1,0.21,0,0,0,0,0,1,Matches
Dimitri Bisoli,it ITA,MF,Brescia,it Serie A,25,1994,23.9,46,1.92,36,0,5,3,1,3,0.13,1,0,1,0,0,1,Matches
Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,22,1996,14.0,11,0.79,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,FW,Hoffenheim,de Bundesliga,25,1993,0.0,1,30.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1993,21.0,68,3.24,48,7,2,6,5,4,0.19,2,1,0,1,0,0,Matches
Birkir Bjarnason,is ISL,"MF,FW",Brescia,it Serie A,31,1988,8.9,14,1.58,11,0,0,2,1,3,0.34,2,0,0,1,0,0,Matches
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,24,1995,32.9,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ludovic Blas,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,1997,20.5,57,2.78,45,0,6,1,5,4,0.20,3,0,0,0,1,0,Matches
Pablo de Blasis,ar ARG,"DF,MF",Eibar,es La Liga,31,1988,17.8,34,1.91,30,1,1,2,0,4,0.22,3,0,0,1,0,0,Matches
Alejandro Blesa,es ESP,MF,Levante,es La Liga,17,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,22,1996,20.5,16,0.78,12,2,0,0,2,1,0.05,1,0,0,0,0,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,30,1988,20.0,13,0.65,11,0,0,2,0,5,0.25,4,0,0,1,0,0,Matches
Kevin-Prince Boateng,gh GHA,FW,Fiorentina,it Serie A,32,1987,6.7,19,2.85,17,0,0,0,2,2,0.30,2,0,0,0,0,0,Matches
Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,2.0,5,2.50,3,1,1,0,0,1,0.50,0,0,1,0,0,0,Matches
Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,23,1995,7.2,17,2.36,12,5,0,0,0,2,0.28,1,1,0,0,0,0,Matches
Salvatore Bocchetti,it ITA,DF,Hellas Verona,it Serie A,32,1986,3.4,1,0.30,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mathieu Bodmer,fr FRA,MF,Amiens,fr Ligue 1,36,1982,1.0,3,3.07,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adam Bodzek,de GER,MF,Düsseldorf,de Bundesliga,33,1985,22.4,16,0.71,15,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,25,1994,25.2,67,2.66,59,0,3,1,4,10,0.40,8,0,2,0,0,0,Matches
Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,18,2000,1.9,3,1.57,2,0,0,0,1,1,0.52,0,0,0,0,1,0,Matches
Jeremie Boga,ci CIV,FW,Sassuolo,it Serie A,22,1997,27.9,92,3.29,51,0,28,3,10,13,0.47,4,0,7,1,1,0,Matches
Melayro Bogarde,nl NED,DF,Hoffenheim,de Bundesliga,17,2002,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Quentin Boisgard,fr FRA,"MF,FW",Toulouse,fr Ligue 1,22,1997,12.7,36,2.83,17,9,6,1,3,3,0.24,1,2,0,0,0,0,Matches
Willy Boly,fr FRA,DF,Wolves,eng Premier League,28,1991,22.0,8,0.36,8,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Giacomo Bonaventura,it ITA,"MF,FW",Milan,it Serie A,29,1989,14.0,71,5.09,49,1,7,6,8,10,0.72,5,0,1,1,3,0,Matches
Federico Bonazzoli,it ITA,"FW,MF",Sampdoria,it Serie A,22,1997,8.3,27,3.27,17,0,2,4,4,2,0.24,1,0,0,1,0,0,Matches
Gaëtan Bong,cm CMR,"MF,DF",Brighton,eng Premier League,31,1988,0.7,3,4.58,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Bonifazi,it ITA,DF,Torino,it Serie A,23,1996,2.7,1,0.36,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,23,1996,11.2,4,0.36,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,32,1987,32.7,27,0.83,26,0,0,1,0,2,0.06,2,0,0,0,0,0,Matches
Fabio Borini,it ITA,"FW,MF",Hellas Verona,it Serie A,28,1991,7.6,21,2.78,11,1,3,4,2,1,0.13,0,0,0,0,1,0,Matches
Fabio Borini,it ITA,"MF,FW",Milan,it Serie A,28,1991,0.8,1,1.29,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Borkowski,de GER,FW,RB Leipzig,de Bundesliga,17,2002,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,23,1995,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,de Bundesliga,20,1999,27.2,13,0.48,11,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
