player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_touches_touches,header_touches_touches_def_pen_area,header_touches_touches_def_3rd,header_touches_touches_mid_3rd,header_touches_touches_att_3rd,header_touches_touches_att_pen_area,header_touches_touches_live_ball,header_dribbles_dribbles_completed,header_dribbles_dribbles,header_dribbles_dribbles_completed_pct,header_dribbles_players_dribbled_past,header_dribbles_nutmegs,header_carries_carries,header_carries_carry_distance,header_carries_carry_progressive_distance,header_receiving_pass_targets,header_receiving_passes_received,header_receiving_passes_received_pct,miscontrols,dispossessed,matches
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,221,5,29,94,105,18,218,7,13,53.8,8,0,155,862,470,251,146,58.2,16,13,Matches
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,46,1,7,19,25,7,45,0,1,0.0,0,0,22,132,62,59,30,50.8,3,3,Matches
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,737,12,36,337,396,112,708,12,27,44.4,14,1,463,2105,1045,883,588,66.6,50,27,Matches
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,251,4,45,135,81,6,244,2,4,50.0,2,0,159,648,283,193,175,90.7,2,3,Matches
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,26.5,1634,218,778,867,78,45,1596,7,9,77.8,7,2,1002,5104,2402,1071,1045,97.6,5,3,Matches
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,79,71,79,0,0,0,60,0,0,,0,0,43,181,89,41,40,97.6,0,0,Matches
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,1326,70,412,657,369,25,1128,26,52,50.0,30,4,787,5937,3481,798,738,92.5,23,21,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,50,3,12,30,16,0,50,1,1,100.0,1,0,36,281,180,47,39,83.0,5,2,Matches
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,299,9,27,154,130,44,282,11,23,47.8,12,0,198,1227,643,355,222,62.5,23,16,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,805,16,140,310,397,60,707,15,27,55.6,16,1,511,3373,1687,664,501,75.5,12,35,Matches
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,161,5,40,68,59,2,141,2,2,100.0,2,0,90,484,254,102,94,92.2,3,2,Matches
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,910,55,268,426,260,17,715,3,7,42.9,3,0,397,2317,1148,463,416,89.8,13,9,Matches
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,255,6,62,124,81,1,183,1,3,33.3,1,0,111,617,313,124,110,88.7,4,4,Matches
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,54,6,35,16,7,2,51,0,0,,0,0,16,98,55,20,17,85.0,1,0,Matches
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,299,14,99,170,46,8,294,4,6,66.7,4,1,176,777,337,201,173,86.1,6,7,Matches
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,90,1,10,41,45,12,89,4,7,57.1,4,0,61,508,319,99,61,61.6,7,9,Matches
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,695,20,86,323,334,83,670,30,57,52.6,31,0,480,3388,1836,818,471,57.6,58,55,Matches
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,789,20,52,376,387,102,723,13,26,50.0,16,3,451,1698,667,1020,555,54.4,52,25,Matches
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,932,33,171,518,292,44,907,16,28,57.1,20,2,622,3354,1580,816,668,81.9,38,17,Matches
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,7,3,6,2,0,0,7,0,0,,0,0,5,22,6,4,4,100.0,0,0,Matches
Yann Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34.0,1617,1319,1611,9,0,0,1270,1,1,100.0,1,0,959,4647,2283,901,899,99.8,0,1,Matches
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,4,0,0,0,4,1,4,0,1,0.0,0,0,3,8,4,8,4,50.0,1,0,Matches
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,1218,884,1197,27,0,0,729,0,0,,0,0,474,3521,2552,303,301,99.3,0,0,Matches
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,285,10,71,196,30,1,279,2,2,100.0,2,0,206,847,325,244,238,97.5,1,1,Matches
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,317,280,315,1,2,1,205,0,0,,0,0,160,826,442,110,110,100.0,0,0,Matches
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,25.7,1376,24,155,770,578,71,1352,28,38,73.7,28,0,1048,7507,3878,1286,1073,83.4,26,29,Matches
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.4,281,1,29,108,175,32,272,14,17,82.4,15,0,234,1903,1069,286,222,77.6,14,11,Matches
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,530,50,155,271,118,34,525,1,6,16.7,2,1,238,838,318,377,291,77.2,8,2,Matches
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,387,74,210,181,8,5,376,0,0,,0,0,224,1102,415,235,233,99.1,0,0,Matches
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,386,29,166,232,6,4,378,1,2,50.0,2,0,287,1381,582,290,288,99.3,1,0,Matches
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,851,12,131,656,138,6,841,19,21,90.5,20,0,648,4080,1777,676,639,94.5,12,18,Matches
Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,198,0,26,111,82,4,180,11,16,68.8,11,0,143,1137,599,166,125,75.3,9,14,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,1335,74,393,599,429,28,1090,23,48,47.9,29,1,751,4658,2725,809,714,88.3,21,24,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,1128,27,216,683,302,31,1088,13,25,52.0,14,0,714,4276,2037,852,700,82.2,25,20,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,2630,296,1371,1330,83,33,2580,18,22,81.8,19,0,1753,10456,4677,1852,1829,98.8,8,8,Matches
Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,15.9,574,15,107,236,269,44,556,13,31,41.9,13,2,405,2720,1575,577,385,66.7,24,35,Matches
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,16.7,1161,69,324,561,395,61,1000,24,45,53.3,27,4,752,6798,4210,796,738,92.7,20,10,Matches
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,4.9,134,117,133,2,0,0,103,0,0,,0,0,74,257,119,56,56,100.0,0,0,Matches
Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,282,8,51,113,136,21,267,8,18,44.4,10,2,195,1446,884,263,193,73.4,12,4,Matches
Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,64,1,10,30,27,6,62,1,2,50.0,1,0,56,403,224,64,52,81.3,4,1,Matches
Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,38,1,5,19,15,3,38,1,4,25.0,1,1,26,94,44,44,27,61.4,2,3,Matches
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,423,11,43,235,158,37,396,16,21,76.2,16,2,268,1348,677,467,301,64.5,35,22,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,1261,193,753,543,50,16,1223,9,13,69.2,9,1,743,4785,2425,752,733,97.5,10,9,Matches
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,961,89,360,432,236,26,809,16,26,61.5,19,0,512,3391,1934,550,478,86.9,16,13,Matches
Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,246,21,83,116,61,1,203,4,5,80.0,5,0,131,557,212,139,123,88.5,1,9,Matches
Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,557,70,302,293,12,0,547,4,5,80.0,4,0,363,2262,1184,340,338,99.4,1,2,Matches
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,383,10,66,145,195,19,344,13,21,61.9,14,2,269,1776,968,307,252,82.1,10,10,Matches
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,1088,139,602,522,45,18,1058,5,8,62.5,5,0,669,4415,2335,699,684,97.9,3,4,Matches
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,2,2,2,0,0,0,1,0,0,,0,0,1,0,0,1,1,100.0,0,0,Matches
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,939,24,153,502,353,50,879,34,45,75.6,35,1,626,3715,2195,764,610,79.8,28,32,Matches
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,674,583,669,6,0,0,464,0,0,,0,0,313,1495,920,247,247,100.0,0,0,Matches
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,1901,93,575,1140,291,9,1884,10,11,90.9,10,0,1281,6014,2256,1388,1319,95.0,11,16,Matches
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,1545,211,824,785,44,16,1498,8,12,66.7,8,1,811,5008,2806,862,840,97.4,8,7,Matches
Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,276,8,27,137,125,37,267,2,6,33.3,4,0,168,910,322,415,198,47.7,26,15,Matches
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,1635,12,92,572,1086,297,1615,59,128,46.1,67,3,1328,8796,5842,1688,1343,79.6,51,71,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,2300,93,522,983,927,82,1980,61,86,70.9,63,6,1445,8133,4616,1477,1351,91.5,39,56,Matches
Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,554,26,90,292,212,41,534,20,34,58.8,22,3,392,2459,1439,574,404,70.4,23,21,Matches
Lars Stindl,de GER,"MF,FW",M'gladbach,de Bundesliga,30,1988,15.9,948,10,118,567,299,62,916,14,26,53.8,15,2,627,2264,1060,932,714,76.6,25,30,Matches
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,1115,18,209,654,316,13,1003,24,31,77.4,24,0,743,3724,1743,812,756,93.1,15,23,Matches
Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,40,1,1,19,21,7,39,1,2,50.0,1,0,28,92,17,61,28,45.9,4,2,Matches
John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,1100,110,439,705,57,11,1086,3,4,75.0,4,0,766,5534,3318,866,852,98.4,2,0,Matches
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,36.0,1257,1115,1247,15,0,0,918,1,1,100.0,1,0,702,3704,2015,608,607,99.8,0,0,Matches
Tobias Strobl,de GER,"MF,DF",M'gladbach,de Bundesliga,29,1990,6.8,448,28,197,263,19,1,438,5,5,100.0,5,0,303,1219,588,323,314,97.2,4,3,Matches
Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,838,150,541,296,39,15,795,1,1,100.0,1,0,410,2513,1397,459,437,95.2,3,1,Matches
Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,1099,34,253,742,174,23,1050,3,6,50.0,3,0,687,3510,1773,779,737,94.6,10,6,Matches
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,30.0,1796,76,483,847,566,33,1530,19,31,61.3,22,3,1130,5641,3009,1320,1177,89.2,20,13,Matches
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,703,53,184,368,187,29,668,16,30,53.3,18,0,444,2522,1178,527,433,82.2,21,30,Matches
Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,1775,44,367,901,572,17,1268,23,35,65.7,24,2,717,3577,1999,807,717,88.8,21,15,Matches
Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,1104,22,152,611,455,51,1014,56,101,55.4,60,4,883,7117,4470,954,822,86.2,27,48,Matches
Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,930,16,38,377,555,150,887,25,52,48.1,26,3,572,2529,1529,1146,777,67.8,38,30,Matches
Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,37,1,19,17,3,1,24,0,1,0.0,0,0,13,30,3,16,14,87.5,0,0,Matches
Neven Subotić,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,1005,98,482,521,70,14,981,3,5,60.0,3,0,489,2931,1587,511,488,95.5,4,5,Matches
Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,33,0,2,11,24,3,33,1,4,25.0,2,0,28,168,95,55,27,49.1,3,2,Matches
Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,233,34,155,84,4,1,229,1,1,100.0,1,0,144,754,386,147,146,99.3,0,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,680,85,385,327,19,5,677,2,2,100.0,2,0,518,2767,1551,549,547,99.6,3,1,Matches
Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,5,0,0,5,1,0,4,0,1,0.0,0,0,1,11,0,2,1,50.0,1,0,Matches
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,79,3,24,37,25,1,74,3,3,100.0,3,0,56,278,135,53,51,96.2,1,1,Matches
Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,681,116,443,252,11,6,668,2,3,66.7,3,0,412,1536,579,403,390,96.8,1,3,Matches
Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,148,9,57,73,22,0,139,1,1,100.0,1,0,73,325,94,83,79,95.2,3,1,Matches
Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,20,0,2,5,13,5,20,1,2,50.0,1,0,11,72,46,36,17,47.2,4,1,Matches
Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,467,3,45,213,239,17,446,20,31,64.5,21,2,372,2168,1134,459,380,82.8,10,20,Matches
Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,898,4,64,355,538,38,837,33,52,63.5,33,2,746,4614,2675,851,712,83.7,13,29,Matches
Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,2.6,181,8,58,97,44,3,175,3,3,100.0,3,0,129,807,437,126,123,97.6,2,6,Matches
Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,997,53,293,473,284,11,859,5,8,62.5,5,0,567,2787,1528,606,557,91.9,10,7,Matches
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,10.6,527,22,105,272,184,27,504,11,16,68.8,11,0,345,2033,1150,418,363,86.8,19,14,Matches
Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,1877,133,626,910,460,47,1601,27,48,56.3,29,0,977,6389,3958,1050,934,89.0,37,30,Matches
Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,4,0,0,1,3,2,3,0,0,,0,0,2,13,1,4,2,50.0,1,0,Matches
Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,23,0,1,12,10,2,23,2,2,100.0,2,0,18,88,26,24,19,79.2,2,1,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,483,15,41,221,236,83,463,14,23,60.9,14,1,284,1095,499,631,363,57.5,45,27,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,28.0,807,714,800,8,0,0,574,0,0,,0,0,329,1501,657,317,313,98.7,0,0,Matches
Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,500,27,138,252,153,38,491,13,23,56.5,15,2,358,2471,1372,417,344,82.5,20,20,Matches
Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,93,21,64,28,3,0,80,0,0,,0,0,30,106,54,40,36,90.0,1,1,Matches
Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,21.5,1386,78,454,797,228,11,1327,22,29,75.9,23,0,886,5287,3009,928,885,95.4,14,19,Matches
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,2298,217,1215,1200,66,10,2252,13,16,81.3,14,0,1647,9216,4601,1703,1675,98.4,1,7,Matches
Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,541,5,80,291,226,23,526,19,38,50.0,20,1,408,2987,1970,496,401,80.8,20,21,Matches
Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,11,1,4,2,5,0,11,0,0,,0,0,7,46,36,12,7,58.3,0,3,Matches
Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,300,15,60,175,81,9,295,5,13,38.5,7,1,208,1055,524,269,228,84.8,7,7,Matches
Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,213,9,47,136,46,4,211,5,7,71.4,5,0,177,821,425,174,174,100.0,0,2,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,320,32,137,162,38,2,286,7,10,70.0,7,0,166,855,455,171,156,91.2,5,8,Matches
Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,4,0,0,1,3,2,4,0,0,,0,0,3,10,0,4,4,100.0,1,1,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,1220,113,693,614,19,4,1195,5,8,62.5,5,0,907,4872,2608,925,916,99.0,5,2,Matches
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,1501,124,512,648,418,33,1264,10,23,43.5,14,1,758,3296,1854,833,771,92.6,6,20,Matches
Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,353,65,223,132,12,5,341,0,0,,0,0,142,807,409,162,156,96.3,0,0,Matches
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,1813,313,959,797,111,72,1785,15,16,93.8,16,0,731,3507,1426,832,792,95.2,14,5,Matches
Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,63,52,63,0,0,0,56,0,0,,0,0,34,106,71,27,27,100.0,0,0,Matches
Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,805,29,66,399,368,110,767,9,25,36.0,10,1,386,2003,797,1085,611,56.3,44,44,Matches
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,1321,110,437,595,375,10,1048,19,39,48.7,22,3,613,5188,2515,657,614,93.5,12,17,Matches
Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,631,64,230,296,124,5,532,2,3,66.7,2,0,303,1126,574,363,322,88.7,4,2,Matches
Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,807,27,208,564,87,11,795,13,17,76.5,14,0,606,3033,1472,609,571,93.8,5,19,Matches
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,33,3,9,17,9,2,30,1,3,33.3,1,0,19,68,24,20,17,85.0,0,0,Matches
Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,41,8,18,23,4,1,35,1,1,100.0,1,0,22,128,69,24,23,95.8,2,1,Matches
Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,940,47,247,491,249,8,751,5,9,55.6,5,1,466,2455,1167,491,434,88.4,10,5,Matches
Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5.0,194,0,19,86,113,13,188,10,18,55.6,10,0,162,1401,1033,214,129,60.3,25,19,Matches
Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0.0,3,0,0,1,2,1,3,0,0,,0,0,2,6,4,3,2,66.7,0,0,Matches
Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,453,7,60,171,252,31,420,12,19,63.2,12,1,339,2258,1436,386,331,85.8,14,10,Matches
Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,14,2,5,7,3,0,14,1,1,100.0,1,0,10,95,52,9,9,100.0,0,0,Matches
Łukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,109,1,15,63,43,10,105,4,7,57.1,4,0,68,558,348,114,74,64.9,3,10,Matches
Hidde ter Avest,nl NED,DF,Udinese,it Serie A,22,1997,6.5,380,38,140,177,87,5,334,3,5,60.0,3,0,198,959,470,254,220,86.6,4,4,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36.0,1493,1259,1485,10,0,0,1237,0,0,,0,0,929,4103,2551,909,906,99.7,0,0,Matches
Simon Terodde,de GER,"FW,MF",Köln,de Bundesliga,31,1988,9.0,288,19,40,118,138,66,268,2,5,40.0,3,0,110,546,254,391,170,43.5,17,10,Matches
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,5.0,179,165,179,0,0,0,112,0,0,,0,0,67,357,196,56,56,100.0,0,0,Matches
Martin Terrier,fr FRA,"FW,MF",Lyon,fr Ligue 1,22,1997,13.3,583,12,86,293,260,51,557,18,30,60.0,20,1,375,2571,1579,526,400,76.0,24,17,Matches
Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,995,38,262,508,293,25,860,11,20,55.0,12,1,632,3584,1891,679,622,91.6,13,8,Matches
Alexander Tettey,no NOR,"MF,DF",Norwich City,eng Premier League,33,1986,26.0,1494,127,564,839,177,12,1482,16,24,66.7,19,0,951,4914,2235,983,948,96.4,22,12,Matches
Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,22,0,4,10,8,5,22,2,3,66.7,2,0,20,115,48,23,18,78.3,1,0,Matches
Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,1.0,34,31,34,0,0,0,19,0,0,,0,0,13,77,46,9,9,100.0,0,0,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,2001,0.8,49,10,23,28,4,0,49,0,0,,0,0,31,231,128,32,31,96.9,0,0,Matches
Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,43,36,42,1,0,0,34,0,0,,0,0,27,152,77,20,20,100.0,0,0,Matches
Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,17,2002,6.2,249,5,49,100,117,6,241,2,6,33.3,2,0,157,883,458,221,148,67.0,15,14,Matches
Sada Thioub,sn SEN,"MF,FW",Angers,fr Ligue 1,24,1995,16.8,922,13,127,452,436,64,894,61,101,60.4,62,2,774,5767,3587,919,702,76.4,43,42,Matches
Jordan Thomas,eng ENG,FW,Norwich City,eng Premier League,,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,Matches
Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,,,3.0,220,5,42,98,92,5,195,2,3,66.7,2,0,142,601,321,153,144,94.1,4,2,Matches
Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26.0,1425,219,866,609,26,18,1375,3,3,100.0,3,0,811,3609,1703,889,854,96.1,6,1,Matches
Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23.0,1234,8,123,604,588,103,1186,28,50,56.0,31,3,844,4796,2393,1196,900,75.3,57,40,Matches
Erik Thommy,de GER,"DF,FW",Düsseldorf,de Bundesliga,24,1994,25.1,1235,21,203,529,613,72,1124,47,69,68.1,49,0,888,6983,4403,1060,816,77.0,43,53,Matches
Max Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,Matches
Morten Thorsby,no NOR,"MF,DF",Sampdoria,it Serie A,23,1996,20.5,985,56,239,514,279,44,947,7,11,63.6,7,0,554,2487,1271,719,591,82.2,18,13,Matches
Marcus Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,1076,26,126,520,538,158,1064,69,114,60.5,73,3,796,6493,4167,1311,815,62.2,72,53,Matches
Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,446,26,163,256,58,2,439,4,6,66.7,5,0,328,1758,812,330,317,96.1,5,9,Matches
Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,2141,31,327,1166,762,59,2049,30,45,66.7,31,2,1461,6179,3375,1773,1586,89.5,33,51,Matches
Kieran Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11.0,664,41,218,280,197,17,579,12,16,75.0,12,1,381,2162,1125,422,385,91.2,12,6,Matches
Cheick Timite,ci CIV,"MF,FW",Amiens,fr Ligue 1,21,1997,1.3,53,1,8,30,22,5,52,0,1,0.0,0,0,41,343,193,55,43,78.2,2,2,Matches
David Timor,es ESP,"MF,DF",Getafe,es La Liga,29,1989,10.5,508,25,107,302,120,7,447,2,2,100.0,2,0,166,795,355,220,198,90.0,6,4,Matches
Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,897,92,427,463,58,16,869,9,11,81.8,9,1,566,3686,1902,535,514,96.1,7,5,Matches
Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,63,13,38,26,0,0,62,0,1,0.0,0,0,43,292,135,45,44,97.8,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,331,49,193,150,12,5,327,9,10,90.0,9,1,236,1722,958,213,210,98.6,5,3,Matches
Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11.0,347,2,23,167,188,72,332,16,27,59.3,19,1,252,1994,1169,525,276,52.6,20,17,Matches
Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6.0,254,1,24,109,138,24,248,8,13,61.5,9,0,204,1332,695,273,208,76.2,14,15,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,645,11,83,435,171,27,637,7,11,63.6,8,0,491,2339,921,570,520,91.2,6,13,Matches
Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,22.4,1612,78,486,810,434,50,1375,19,27,70.4,19,1,1048,6180,3580,1118,1041,93.1,21,30,Matches
Rafael Tolói,br BRA,DF,Atalanta,it Serie A,28,1990,28.0,1917,166,742,1053,236,38,1848,15,20,75.0,15,2,1271,7559,4366,1301,1261,96.9,5,18,Matches
