player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_standard_goals,header_standard_pens_made,header_standard_pens_att,header_standard_shots_total,header_standard_shots_on_target,header_standard_shots_free_kicks,header_standard_shots_on_target_pct,header_standard_shots_total_per90,header_standard_shots_on_target_per90,header_standard_goals_per_shot,header_standard_goals_per_shot_on_target,header_expected_xg,header_expected_npxg,header_expected_npxg_per_shot,header_expected_xg_net,header_expected_npxg_net,matches
Florent Poulolo,fr FRA,"MF,DF",Getafe,es La Liga,22,1997,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,5,0,0,33,10,0,30.3,2.43,0.74,0.15,0.50,5.8,5.8,0.18,-0.8,-0.8,Matches
Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Darío Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,0,0,0,1,0,0,0.0,11.25,0.00,0.00,,0.1,0.1,0.15,-0.1,-0.1,Matches
Alejandro Pozo Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,1,0,0,6,2,0,33.3,0.36,0.12,0.17,0.50,0.2,0.2,0.04,+0.8,+0.8,Matches
Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,1,0,0,16,3,0,18.8,1.27,0.24,0.06,0.33,1.4,1.4,0.09,-0.4,-0.4,Matches
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,3.1,0,0,1,9,4,0,44.4,2.90,1.29,0.00,0.00,1.4,0.7,0.07,-1.4,-0.7,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,0,0,0,1,1,0,100.0,1.15,1.15,0.00,0.00,0.0,0.0,0.04,0.0,0.0,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,22.2,6,1,1,44,19,12,43.2,1.98,0.86,0.11,0.26,4.9,4.2,0.10,+1.1,+0.8,Matches
Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,0,0,0,2,0,0,0.0,3.21,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,23.1,2,0,0,51,14,3,27.5,2.21,0.61,0.04,0.14,2.8,2.8,0.05,-0.8,-0.8,Matches
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,0,0,0,10,4,0,40.0,0.97,0.39,0.00,0.00,0.7,0.7,0.07,-0.7,-0.7,Matches
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,1,0,0,31,8,0,25.8,0.99,0.25,0.03,0.13,1.5,1.5,0.05,-0.5,-0.5,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,28.5,7,0,0,46,18,0,39.1,1.62,0.63,0.15,0.39,7.3,7.3,0.16,-0.3,-0.3,Matches
Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,0,0,0,7,4,0,57.1,1.24,0.71,0.00,0.00,0.7,0.7,0.10,-0.7,-0.7,Matches
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,11,2,2,80,32,0,40.0,2.49,1.00,0.11,0.28,12.9,11.4,0.14,-1.9,-2.4,Matches
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,30.8,6,6,7,22,4,9,18.2,0.71,0.13,0.00,0.00,6.6,1.3,0.06,-0.6,-1.3,Matches
Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,9,0,0,62,25,0,40.3,3.24,1.31,0.15,0.36,8.4,8.4,0.14,+0.6,+0.6,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,3.8,1,0,0,10,4,0,40.0,2.64,1.06,0.10,0.25,0.7,0.7,0.07,+0.3,+0.3,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,0.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,23.5,11,5,6,88,25,0,28.4,3.75,1.06,0.07,0.24,11.9,7.4,0.08,-0.9,-1.4,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,28.9,13,1,1,72,29,2,40.3,2.49,1.00,0.17,0.41,11.4,10.6,0.15,+1.6,+1.4,Matches
Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,0,0,0,1,1,0,100.0,4.09,4.09,0.00,0.00,0.0,0.0,0.03,0.0,0.0,Matches
Quini,es ESP,DF,Granada,es La Liga,29,1989,8.0,0,0,0,10,0,0,0.0,1.25,0.00,0.00,,0.2,0.2,0.02,-0.2,-0.2,Matches
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,0,0,0,3,1,2,33.3,0.17,0.06,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2,Matches
Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,0,0,0,9,1,0,11.1,1.65,0.18,0.00,0.00,0.8,0.8,0.08,-0.8,-0.8,Matches
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,20.7,1,0,0,18,6,0,33.3,0.87,0.29,0.06,0.17,1.0,1.0,0.06,0.0,0.0,Matches
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,1,0,0,3,2,0,66.7,0.14,0.09,0.33,0.50,0.2,0.2,0.05,+0.8,+0.8,Matches
Nemanja Radonjić,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,9.8,5,0,0,30,14,0,46.7,3.07,1.43,0.17,0.36,2.9,2.9,0.10,+2.1,+2.1,Matches
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,0,0,0,16,4,0,25.0,1.09,0.27,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,Matches
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,1,0,0,5,1,0,20.0,0.20,0.04,0.20,1.00,0.2,0.2,0.04,+0.8,+0.8,Matches
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,0,0,0,5,1,0,20.0,0.64,0.13,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Raffael,br BRA,MF,M'gladbach,de Bundesliga,34,1985,0.7,0,0,0,8,3,2,37.5,11.25,4.22,0.00,0.00,0.6,0.6,0.08,-0.6,-0.6,Matches
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,2.1,0,0,0,6,1,0,16.7,2.90,0.48,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,Matches
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,4,0,0,32,10,0,31.3,1.36,0.43,0.13,0.40,1.8,1.8,0.06,+2.2,+2.2,Matches
Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,3.5,1,0,0,8,4,0,50.0,2.30,1.15,0.13,0.25,0.7,0.7,0.08,+0.3,+0.3,Matches
Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,0,0,0,1,0,0,0.0,0.83,0.00,0.00,,0.0,0.0,0.05,0.0,0.0,Matches
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,1,0,0,14,2,0,14.3,0.45,0.06,0.07,0.50,1.9,1.9,0.13,-0.9,-0.9,Matches
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,1,0,0,24,7,1,29.2,1.36,0.40,0.04,0.14,1.8,1.8,0.08,-0.8,-0.8,Matches
Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,4,0,0,33,16,0,48.5,1.86,0.90,0.12,0.25,4.6,4.6,0.14,-0.6,-0.6,Matches
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,15.0,7,3,3,36,15,5,41.7,2.41,1.00,0.11,0.27,6.4,4.1,0.11,+0.6,-0.1,Matches
Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,14.5,3,0,1,45,17,3,37.8,3.10,1.17,0.07,0.18,4.9,4.2,0.09,-1.9,-1.2,Matches
Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,1,0,0,4,2,0,50.0,0.79,0.39,0.25,0.50,0.2,0.2,0.06,+0.8,+0.8,Matches
Adrián Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,0,0,0,6,2,0,33.3,2.39,0.80,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,Matches
Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,11,6,6,35,11,4,31.4,1.05,0.33,0.14,0.45,10.2,5.6,0.16,+0.8,-0.6,Matches
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.2,3,0,0,25,9,0,36.0,2.23,0.80,0.12,0.33,2.6,2.6,0.10,+0.4,+0.4,Matches
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,0,0,0,3,0,0,0.0,1.16,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,0,0,0,5,0,0,0.0,0.86,0.00,0.00,,0.3,0.3,0.06,-0.3,-0.3,Matches
Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,17,6,8,84,38,16,45.2,2.86,1.29,0.13,0.29,17.5,11.4,0.14,-0.5,-0.4,Matches
Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,8,2,3,70,26,5,37.1,2.78,1.03,0.09,0.23,6.4,4.2,0.06,+1.6,+1.8,Matches
Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,2.4,1,0,0,5,2,0,40.0,2.12,0.85,0.20,0.50,1.0,1.0,0.19,0.0,0.0,Matches
Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ante Rebić,hr CRO,FW,Milan,it Serie A,25,1993,15.0,11,0,0,40,19,0,47.5,2.67,1.27,0.28,0.58,6.5,6.5,0.17,+4.5,+4.5,Matches
Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1.0,0,0,0,2,1,1,50.0,2.00,1.00,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,0,0,0,19,5,0,26.3,0.89,0.23,0.00,0.00,1.9,1.9,0.10,-1.9,-1.9,Matches
Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,0,0,0,23,7,1,30.4,1.32,0.40,0.00,0.00,1.3,1.3,0.06,-1.3,-1.3,Matches
Daishawn Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,0,0,0,1,0,0,0.0,4.29,0.00,0.00,,0.2,0.2,0.25,-0.2,-0.2,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,25,1994,30.7,4,0,0,59,21,2,35.6,1.92,0.68,0.07,0.19,5.3,5.3,0.09,-1.3,-1.3,Matches
Fabian Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.0,0,0,0,3,1,0,33.3,3.14,1.05,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
Vasco Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Vasco Regini,it ITA,DF,Parma,it Serie A,28,1990,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Sergio Reguilón,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,2,0,0,29,7,0,24.1,1.04,0.25,0.07,0.29,2.0,2.0,0.07,0.0,0.0,Matches
Ken Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,0,0,0,5,3,0,60.0,0.84,0.51,0.00,0.00,0.4,0.4,0.08,-0.4,-0.4,Matches
Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,1,0,0,2,1,0,50.0,2.28,1.14,0.50,1.00,0.5,0.5,0.24,+0.5,+0.5,Matches
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Lyon,fr Ligue 1,21,1998,8.7,2,0,0,4,3,0,75.0,0.46,0.34,0.50,0.67,1.0,1.0,0.25,+1.0,+1.0,Matches
Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,1,0,0,4,2,0,50.0,0.29,0.14,0.25,0.50,0.5,0.5,0.14,+0.5,+0.5,Matches
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,0,0,0,1,0,0,0.0,0.04,0.00,0.00,,0.1,0.1,0.14,-0.1,-0.1,Matches
Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,7,0,0,28,11,1,39.3,2.62,1.03,0.25,0.64,4.9,4.9,0.18,+2.1,+2.1,Matches
Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,16.6,11,1,1,45,22,3,48.9,2.71,1.32,0.22,0.45,9.3,8.6,0.19,+1.7,+1.4,Matches
Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,0,0,0,13,7,1,53.8,1.88,1.01,0.00,0.00,1.0,1.0,0.08,-1.0,-1.0,Matches
Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,3.9,0,0,0,4,2,0,50.0,1.01,0.51,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,2.0,0,0,0,4,3,0,75.0,1.98,1.48,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,3,0,0,25,13,1,52.0,1.60,0.83,0.12,0.23,3.0,3.0,0.12,0.0,0.0,Matches
Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,1,0,0,30,9,0,30.0,0.79,0.24,0.03,0.11,1.1,1.1,0.04,-0.1,-0.1,Matches
Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,13,0,0,91,31,0,34.1,2.67,0.91,0.14,0.42,9.0,9.0,0.10,+4.0,+4.0,Matches
Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,25.3,4,0,0,63,18,5,28.6,2.49,0.71,0.06,0.22,4.6,4.6,0.07,-0.6,-0.6,Matches
Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,0,0,0,11,3,1,27.3,0.42,0.12,0.00,0.00,0.4,0.4,0.03,-0.4,-0.4,Matches
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,8.5,0,0,0,3,0,0,0.0,0.35,0.00,0.00,,0.1,0.1,0.02,-0.1,-0.1,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,4.8,0,0,0,7,2,1,28.6,1.46,0.42,0.00,0.00,1.1,1.1,0.16,-1.1,-1.1,Matches
Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,29.0,1,0,0,16,6,0,37.5,0.55,0.21,0.06,0.17,0.9,0.9,0.06,+0.1,+0.1,Matches
Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,0,0,0,9,2,0,22.2,0.50,0.11,0.00,0.00,0.5,0.5,0.06,-0.5,-0.5,Matches
Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,22.5,4,2,2,48,15,0,31.3,2.13,0.67,0.04,0.13,6.1,4.6,0.10,-2.1,-2.6,Matches
Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,0,0,0,1,0,0,0.0,6.92,0.00,0.00,,0.1,0.1,0.11,-0.1,-0.1,Matches
Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,0,0,0,11,3,0,27.3,0.52,0.14,0.00,0.00,1.0,1.0,0.09,-1.0,-1.0,Matches
Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,1.5,0,0,0,1,0,1,0.0,0.68,0.00,0.00,,0.1,0.1,0.12,-0.1,-0.1,Matches
Mihailo Ristić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,9.0,0,0,0,8,1,0,12.5,0.89,0.11,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,14.6,2,0,1,25,6,1,24.0,1.71,0.41,0.08,0.33,1.6,0.8,0.03,+0.4,+1.2,Matches
Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,0,0,0,9,3,2,33.3,1.86,0.62,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches
Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,0,0,0,1,0,0,0.0,0.29,0.00,0.00,,0.0,0.0,0.05,0.0,0.0,Matches
Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,0,0,0,1,0,0,0.0,3.60,0.00,0.00,,0.0,0.0,0.04,0.0,0.0,Matches
Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,0,0,0,1,0,0,0.0,0.11,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26.0,1,0,0,9,3,0,33.3,0.35,0.12,0.11,0.33,0.8,0.8,0.09,+0.2,+0.2,Matches
Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,2,0,0,20,6,0,30.0,0.58,0.17,0.10,0.33,1.6,1.6,0.08,+0.4,+0.4,Matches
Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,1,0,0,13,3,0,23.1,1.73,0.40,0.08,0.33,2.1,2.1,0.16,-1.1,-1.1,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,2,2,2,29,3,2,10.3,0.87,0.09,0.00,0.00,2.4,0.9,0.03,-0.4,-0.9,Matches
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,5,0,0,59,14,3,23.7,2.83,0.67,0.08,0.36,2.9,2.9,0.05,+2.1,+2.1,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,3,0,0,12,6,0,50.0,0.56,0.28,0.25,0.50,0.9,0.9,0.07,+2.1,+2.1,Matches
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,3,0,0,24,9,0,37.5,0.87,0.33,0.13,0.33,1.1,1.1,0.05,+1.9,+1.9,Matches
Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,4,0,0,39,14,0,35.9,1.87,0.67,0.10,0.29,6.0,6.0,0.15,-2.0,-2.0,Matches
Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,1,0,0,23,8,2,34.8,1.07,0.37,0.04,0.13,1.3,1.3,0.06,-0.3,-0.3,Matches
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,9,2,2,58,27,14,46.6,2.73,1.27,0.12,0.26,4.4,2.9,0.05,+4.6,+4.1,Matches
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,10,1,1,49,23,0,46.9,3.13,1.47,0.18,0.39,6.5,5.6,0.11,+3.5,+3.4,Matches
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,5,1,1,52,11,1,21.2,1.54,0.33,0.08,0.36,4.8,4.0,0.08,+0.2,0.0,Matches
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,1,0,0,12,3,0,25.0,1.15,0.29,0.08,0.33,1.0,1.0,0.08,0.0,0.0,Matches
James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,1,0,0,9,1,1,11.1,1.93,0.21,0.11,1.00,0.9,0.9,0.10,+0.1,+0.1,Matches
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,8,1,1,66,26,0,39.4,2.95,1.16,0.11,0.27,8.0,7.3,0.11,0.0,-0.3,Matches
Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,0,0,0,1,0,0,0.0,0.23,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,2,0,0,16,8,0,50.0,1.41,0.71,0.13,0.25,2.6,2.6,0.17,-0.6,-0.6,Matches
Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.2,1,0,0,30,8,1,26.7,1.19,0.32,0.03,0.13,1.9,1.9,0.06,-0.9,-0.9,Matches
Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,0,0,0,3,0,0,0.0,0.31,0.00,0.00,,0.3,0.3,0.11,-0.3,-0.3,Matches
Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,9.5,1,0,0,10,4,1,40.0,1.05,0.42,0.10,0.25,0.4,0.4,0.04,+0.6,+0.6,Matches
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,0,0,0,1,0,0,0.0,0.74,0.00,0.00,,0.1,0.1,0.11,-0.1,-0.1,Matches
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,0,0,0,2,1,0,50.0,0.12,0.06,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,1,0,0,14,3,0,21.4,0.41,0.09,0.07,0.33,1.5,1.5,0.11,-0.5,-0.5,Matches
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,0,0,0,12,2,0,16.7,0.61,0.10,0.00,0.00,0.8,0.8,0.06,-0.8,-0.8,Matches
Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,27.0,0,1,1,12,2,0,16.7,0.44,0.07,-0.08,-0.50,2.0,1.3,0.11,-2.0,-2.3,Matches
Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,0,0,0,9,0,0,0.0,0.44,0.00,0.00,,0.3,0.3,0.04,-0.3,-0.3,Matches
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,1,0,0,17,7,0,41.2,0.89,0.37,0.06,0.14,2.2,2.2,0.13,-1.2,-1.2,Matches
Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,31.4,31,12,13,186,65,16,34.9,5.92,2.07,0.10,0.29,26.7,16.8,0.09,+4.3,+2.2,Matches
