player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_games_starts,header_playing_minutes,header_playing_goals,header_performance_assists,header_performance_pens_made,header_performance_pens_att,header_performance_cards_yellow,header_performance_cards_red,header_performance_goals_per90,header_per90_assists_per90,header_per90_goals_assists_per90,header_per90_goals_pens_per90,header_per90_goals_assists_pens_per90,header_per90_xg,header_expected_npxg,header_expected_xa,header_expected_xg_per90,header_per90_xa_per90,header_per90_xg_xa_per90,header_per90_npxg_per90,header_per90_npxg_xa_per90,header_per90_matches
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,37,"3,330",0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,23,11,"1,011",3,1,0,0,2,0,0.27,0.09,0.36,0.27,0.36,2.6,2.6,1.7,0.23,0.15,0.38,0.23,0.38,Matches
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,3,2,232,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.03,0.30,0.34,0.03,0.34,Matches
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,7,5,526,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,31,31,"2,643",17,7,6,8,3,0,0.58,0.24,0.82,0.37,0.61,17.5,11.4,4.6,0.60,0.16,0.75,0.39,0.55,Matches
Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,28,27,"2,264",8,5,2,3,2,0,0.32,0.20,0.52,0.24,0.44,6.4,4.2,2.8,0.25,0.11,0.37,0.17,0.28,Matches
Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,9,2,212,1,0,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.0,1.0,0.1,0.41,0.05,0.46,0.41,0.46,Matches
Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,3,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ante Rebić,hr CRO,FW,Milan,it Serie A,25,1993,25,14,"1,350",11,2,0,0,4,0,0.73,0.13,0.87,0.73,0.87,6.5,6.5,2.5,0.43,0.17,0.60,0.43,0.60,Matches
Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.11,0.14,0.24,0.11,0.24,Matches
Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,25,22,"1,928",0,2,0,0,2,0,0.00,0.09,0.09,0.00,0.09,1.9,1.9,1.8,0.09,0.08,0.17,0.09,0.17,Matches
Recio,es ESP,MF,Leganés,es La Liga,28,1991,25,18,"1,570",0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.3,0.08,0.02,0.09,0.08,0.09,Matches
Daishawn Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,1.06,0.00,1.06,1.06,1.06,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,25,1994,32,32,"2,762",4,4,0,0,2,0,0.13,0.13,0.26,0.13,0.26,5.3,5.3,3.5,0.17,0.11,0.29,0.17,0.29,Matches
Fabian Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.09,0.38,0.47,0.09,0.47,Matches
Vasco Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,3,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Vasco Regini,it ITA,DF,Parma,it Serie A,28,1990,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Reguilón,es ESP,DF,Sevilla,es La Liga,22,1996,31,29,"2,509",2,4,0,0,8,0,0.07,0.14,0.22,0.07,0.22,2.0,2.0,4.0,0.07,0.14,0.21,0.07,0.21,Matches
Ken Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,7,6,533,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.07,0.07,0.14,0.07,0.14,Matches
Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,36,"3,240",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,"1,080",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,1,1,90,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,21,1998,1,1,79,1,1,0,0,0,0,1.14,1.14,2.28,1.14,2.28,0.5,0.5,0.4,0.55,0.50,1.05,0.55,1.05,Matches
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Lyon,fr Ligue 1,21,1998,14,11,783,2,1,0,0,3,0,0.23,0.11,0.34,0.23,0.34,1.0,1.0,1.6,0.12,0.18,0.30,0.12,0.30,Matches
Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14,14,"1,260",1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.5,0.04,0.04,0.07,0.04,0.07,Matches
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,"2,250",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,20,11,963,7,0,0,0,2,0,0.65,0.00,0.65,0.65,0.65,4.9,4.9,0.5,0.46,0.05,0.50,0.46,0.50,Matches
Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,3,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,19,18,"1,495",11,5,1,1,1,0,0.66,0.30,0.96,0.60,0.90,9.3,8.6,2.3,0.56,0.14,0.70,0.52,0.65,Matches
Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,13,7,623,0,3,0,0,3,0,0.00,0.43,0.43,0.00,0.43,1.0,1.0,1.3,0.15,0.19,0.34,0.15,0.34,Matches
Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,15,2,355,0,1,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.9,0.04,0.23,0.27,0.04,0.27,Matches
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,"2,035",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,6,2,182,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.07,0.34,0.41,0.07,0.41,Matches
Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,21,19,"1,409",3,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,3.0,3.0,4.1,0.19,0.26,0.45,0.19,0.45,Matches
Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38,38,"3,420",1,3,0,0,6,0,0.03,0.08,0.11,0.03,0.11,1.1,1.1,1.4,0.03,0.04,0.07,0.03,0.07,Matches
Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,36,36,"3,070",13,3,0,0,8,0,0.38,0.09,0.47,0.38,0.47,9.0,9.0,5.2,0.26,0.15,0.41,0.26,0.41,Matches
Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,31,26,"2,280",4,3,0,0,2,0,0.16,0.12,0.28,0.16,0.28,4.6,4.6,2.1,0.18,0.08,0.26,0.18,0.26,Matches
Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,27,27,"2,332",0,4,0,0,6,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,2.8,0.01,0.11,0.12,0.01,0.12,Matches
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,17,7,769,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.05,0.06,0.01,0.06,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,8,4,431,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,0.8,0.24,0.16,0.40,0.24,0.40,Matches
Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,31,30,"2,612",1,3,0,0,9,0,0.03,0.10,0.14,0.03,0.14,0.9,0.9,1.8,0.03,0.06,0.09,0.03,0.09,Matches
Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,28,19,"1,634",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,2.1,0.03,0.12,0.15,0.03,0.15,Matches
Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,24,23,"2,027",4,2,2,2,0,0,0.18,0.09,0.27,0.09,0.18,6.1,4.6,1.6,0.27,0.07,0.34,0.20,0.27,Matches
Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.79,0.00,0.79,0.79,0.79,Matches
Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,28,20,"1,909",0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.3,0.05,0.06,0.10,0.05,0.10,Matches
Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,6,0,132,0,2,0,0,1,0,0.00,1.36,1.36,0.00,1.36,0.1,0.1,0.5,0.08,0.32,0.40,0.08,0.40,Matches
Mihailo Ristić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,18,8,811,0,2,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,18,14,"1,315",2,1,0,1,4,0,0.14,0.07,0.21,0.14,0.21,1.6,0.8,2.3,0.11,0.16,0.27,0.06,0.21,Matches
Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,11,3,435,0,1,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,1.3,0.07,0.28,0.35,0.07,0.35,Matches
Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,5,3,311,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,1,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.13,0.00,0.13,0.13,0.13,Matches
Rober,es ESP,DF,Levante,es La Liga,24,1995,4,2,191,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,30,27,"2,339",1,2,0,0,8,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.2,0.03,0.08,0.12,0.03,0.12,Matches
Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,3,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,36,34,"3,111",2,12,0,0,2,0,0.06,0.35,0.41,0.06,0.41,1.6,1.6,7.3,0.05,0.21,0.26,0.05,0.26,Matches
Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,16,9,676,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.5,0.28,0.07,0.35,0.28,0.35,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,6,6,504,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.05,0.05,0.00,0.05,Matches
Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,33,33,"2,887",0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,35,35,"3,008",2,1,2,2,8,0,0.06,0.03,0.09,0.00,0.03,2.4,0.9,2.4,0.07,0.07,0.14,0.03,0.10,Matches
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,28,22,"1,875",5,3,0,0,5,0,0.24,0.14,0.38,0.24,0.38,2.9,2.9,2.5,0.14,0.12,0.26,0.14,0.26,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,29,25,"1,936",3,3,0,0,6,0,0.14,0.14,0.28,0.14,0.28,0.9,0.9,1.7,0.04,0.08,0.12,0.04,0.12,Matches
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,35,29,"2,486",3,2,0,0,8,0,0.11,0.07,0.18,0.11,0.18,1.1,1.1,1.5,0.04,0.06,0.10,0.04,0.10,Matches
Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,27,23,"1,880",4,7,0,0,2,1,0.19,0.34,0.53,0.19,0.53,6.0,6.0,4.6,0.29,0.22,0.51,0.29,0.51,Matches
Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,26,22,"1,931",1,2,0,0,6,1,0.05,0.09,0.14,0.05,0.14,1.3,1.3,3.4,0.06,0.16,0.22,0.06,0.22,Matches
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,30,22,"1,914",9,2,2,2,6,1,0.42,0.09,0.52,0.33,0.42,4.4,2.9,2.9,0.21,0.14,0.34,0.14,0.27,Matches
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,32,9,"1,407",10,3,1,1,6,0,0.64,0.19,0.83,0.58,0.77,6.5,5.6,1.6,0.41,0.11,0.52,0.36,0.46,Matches
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,37,36,"3,039",5,2,1,1,7,0,0.15,0.06,0.21,0.12,0.18,4.8,4.0,2.3,0.14,0.07,0.21,0.12,0.19,Matches
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,14,11,936,1,0,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,0.0,0.09,0.00,0.10,0.09,0.10,Matches
James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,8,5,419,1,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43,0.9,0.9,1.8,0.20,0.39,0.59,0.20,0.59,Matches
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,36,20,"2,016",8,1,1,1,1,0,0.36,0.04,0.40,0.31,0.36,8.0,7.3,0.9,0.36,0.04,0.40,0.32,0.37,Matches
Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,5,5,386,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.04,0.04,0.01,0.04,Matches
Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,19,12,"1,019",2,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,2.6,2.6,1.1,0.23,0.10,0.33,0.23,0.33,Matches
Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,29,27,"2,271",1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,1.8,0.07,0.07,0.14,0.07,0.14,Matches
Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,10,9,858,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.03,0.01,0.05,0.03,0.05,Matches
Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,13,10,856,1,1,0,0,6,0,0.11,0.11,0.21,0.11,0.21,0.4,0.4,1.0,0.04,0.11,0.15,0.04,0.15,Matches
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,3,1,122,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,18,16,"1,477",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,35,35,"3,091",1,0,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.6,0.04,0.02,0.06,0.04,0.06,Matches
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,22,21,"1,781",0,0,0,0,11,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.0,0.04,0.05,0.09,0.04,0.09,Matches
Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28,28,"2,427",0,1,1,1,12,0,0.00,0.04,0.04,-0.04,0.00,2.0,1.3,0.5,0.08,0.02,0.09,0.05,0.06,Matches
Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,30,20,"1,860",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,0.02,0.06,0.08,0.02,0.08,Matches
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,22,19,"1,723",1,3,0,0,3,0,0.05,0.16,0.21,0.05,0.21,2.2,2.2,1.2,0.11,0.06,0.17,0.11,0.17,Matches
Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32,32,"2,827",31,5,12,13,3,0,0.99,0.16,1.15,0.60,0.76,26.7,16.8,4.8,0.85,0.15,1.00,0.54,0.69,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,16,15,"1,277",1,0,0,0,4,2,0.07,0.00,0.07,0.07,0.07,0.1,0.1,0.2,0.00,0.01,0.02,0.00,0.02,Matches
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,23,20,"1,790",0,2,0,1,3,0,0.00,0.10,0.10,0.00,0.10,2.7,1.9,1.5,0.13,0.07,0.21,0.10,0.17,Matches
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3,3,270,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,0.5,0.07,0.16,0.23,0.07,0.23,Matches
Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,33,27,"2,541",2,5,0,0,12,0,0.07,0.18,0.25,0.07,0.25,2.2,2.2,2.2,0.08,0.08,0.15,0.08,0.15,Matches
Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,25,21,"1,871",0,1,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,2.0,0.01,0.10,0.11,0.01,0.11,Matches
Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,12,10,893,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.01,0.08,0.10,0.01,0.10,Matches
Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,11,10,863,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.02,0.00,0.02,Matches
Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,26,25,"2,261",0,2,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,1.1,0.01,0.04,0.05,0.01,0.05,Matches
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,29,27,"2,364",1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,2.5,0.03,0.10,0.13,0.03,0.13,Matches
Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,7,7,584,2,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.8,1.8,0.6,0.28,0.10,0.37,0.28,0.37,Matches
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,2,1,105,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35,35,"3,138",0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,3.4,3.4,0.8,0.10,0.02,0.12,0.10,0.12,Matches
Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,"1,583",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,21,9,878,0,2,0,0,6,0,0.00,0.21,0.21,0.00,0.21,0.5,0.5,1.0,0.05,0.10,0.16,0.05,0.16,Matches
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,20,19,"1,710",2,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.4,0.03,0.02,0.05,0.03,0.05,Matches
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,32,31,"2,734",1,3,0,0,9,0,0.03,0.10,0.13,0.03,0.13,1.4,1.4,4.9,0.05,0.16,0.21,0.05,0.21,Matches
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,"1,980",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,8,5,510,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,22,20,"1,825",0,2,0,0,7,0,0.00,0.10,0.10,0.00,0.10,1.1,1.1,3.4,0.05,0.17,0.22,0.05,0.22,Matches
Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,25,13,"1,220",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,0.06,0.08,0.14,0.06,0.14,Matches
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,32,29,"2,594",2,6,0,0,2,0,0.07,0.21,0.28,0.07,0.28,3.0,3.0,4.7,0.10,0.16,0.27,0.10,0.27,Matches
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,"2,250",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,7,4,340,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.01,0.08,0.07,0.08,Matches
Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,12,8,695,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,0.05,0.15,0.20,0.05,0.20,Matches
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,14,3,368,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.14,0.02,0.16,0.14,0.16,Matches
