player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_performance_cards_yellow,header_performance_cards_red,header_performance_cards_yellow_red,header_performance_fouls,header_performance_fouled,header_performance_offsides,header_performance_crosses,header_performance_interceptions,header_performance_tackles_won,header_performance_pens_won,header_performance_pens_conceded,header_performance_own_goals,header_performance_ball_recoveries,header_aerials_aerials_won,header_aerials_aerials_lost,header_aerials_aerials_won_pct,matches
Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,1,0,0,0,0,0,0,1,51,0,0,,Matches
Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,1,0,0,0,2,0,0,0,1,0,0,0,35,0,0,,Matches
Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26.0,8,0,0,18,39,2,29,34,19,0,0,0,218,23,24,48.9,Matches
Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,,Matches
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,2,0,0,18,13,2,204,38,32,0,0,0,340,25,32,43.9,Matches
Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,1,0,0,11,4,1,15,5,4,0,0,0,32,3,21,12.5,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,0,0,0,4,4,1,6,7,3,0,0,0,60,13,7,65.0,Matches
Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,3,1,0,1,1,0,0,0,0,0,0,0,166,0,0,,Matches
Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,8,0,0,78,23,0,57,31,61,0,0,0,394,32,41,43.8,Matches
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,5,0,0,29,47,2,68,11,25,1,0,0,167,19,20,48.7,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,6,0,0,40,24,1,20,33,41,0,1,0,265,20,34,37.0,Matches
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,8,0,0,43,32,0,8,28,44,0,0,0,372,69,33,67.6,Matches
Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,2,1,0,19,27,8,32,10,7,1,0,0,71,33,47,41.3,Matches
Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,6,1,1,42,29,2,140,30,32,0,0,0,182,22,47,31.9,Matches
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,6,1,0,32,39,1,96,17,10,0,0,0,174,15,36,29.4,Matches
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,6,0,0,52,26,29,25,3,12,0,0,0,73,25,84,22.9,Matches
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,7,0,0,62,73,6,54,36,36,3,0,0,261,33,59,35.9,Matches
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,5,0,0,16,20,2,1,11,21,0,0,0,109,19,12,61.3,Matches
James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,1,0,0,5,7,2,26,2,11,0,0,0,25,4,6,40.0,Matches
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,1,0,0,26,15,22,14,5,17,0,0,0,118,74,139,34.7,Matches
Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,0,0,0,3,3,0,5,5,4,0,0,0,40,6,2,75.0,Matches
Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,0,0,0,8,19,5,37,9,4,0,0,0,55,10,22,31.3,Matches
Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.2,9,0,0,57,43,0,41,23,61,0,1,0,247,21,16,56.8,Matches
Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,0,0,0,5,3,0,0,13,7,0,0,0,57,21,15,58.3,Matches
Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,9.5,6,0,0,18,16,0,38,8,7,0,0,0,65,7,12,36.8,Matches
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,1,0,0,2,1,0,3,0,1,0,0,0,7,3,1,75.0,Matches
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,3,0,0,6,13,0,0,10,7,0,1,0,142,24,19,55.8,Matches
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,4,0,0,42,22,1,0,58,25,0,1,0,305,85,45,65.4,Matches
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,11,2,2,47,61,1,5,25,36,0,0,0,219,25,37,40.3,Matches
Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,27.0,12,0,0,43,23,2,3,70,34,1,1,0,228,74,38,66.1,Matches
Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,5,0,0,39,16,1,6,32,39,0,0,0,302,41,32,56.2,Matches
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,3,0,0,27,24,8,37,8,16,0,0,0,124,5,10,33.3,Matches
Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Matches
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,31.4,3,0,0,23,58,29,32,5,10,2,0,0,112,36,38,48.6,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,4,2,1,17,13,0,9,22,18,0,2,0,196,33,27,55.0,Matches
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,3,0,0,34,18,0,7,36,51,0,0,0,230,24,22,52.2,Matches
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,0,0,0,5,3,0,6,2,3,0,0,0,31,1,1,50.0,Matches
Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,28.2,12,0,0,52,19,1,18,40,45,0,2,1,342,39,35,52.7,Matches
Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,7,0,0,33,7,2,82,28,23,0,0,0,181,24,42,36.4,Matches
Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,5,0,0,14,17,0,39,7,13,0,0,0,93,9,6,60.0,Matches
Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,2,0,0,11,22,0,8,9,15,0,0,0,86,9,12,42.9,Matches
Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,5,0,0,17,8,0,1,33,16,0,1,0,172,40,33,54.8,Matches
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,4,0,0,18,27,4,71,29,27,0,0,0,239,18,25,41.9,Matches
Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,0,0,0,8,3,2,7,3,1,0,0,0,33,9,28,24.3,Matches
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0,0,3,0,2,4,1,0,0,0,16,0,0,,Matches
Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,34.9,5,0,0,47,17,1,14,32,39,0,0,0,366,117,42,73.6,Matches
Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0,0,0,0,2,0,0,1,0,0,0,0,100,0,0,,Matches
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,6,0,0,19,5,4,26,8,9,0,0,0,66,4,9,30.8,Matches
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,3,0,0,19,8,0,7,13,24,0,0,1,233,62,26,70.5,Matches
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,9,0,0,28,34,1,85,25,53,0,1,0,298,24,22,52.2,Matches
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,,Matches
Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,5.7,1,0,0,7,1,0,0,7,3,0,1,0,57,28,10,73.7,Matches
Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,20.3,7,0,0,22,51,2,124,22,25,0,2,0,197,15,22,40.5,Matches
Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,4,0,0,28,13,6,30,8,18,0,0,0,102,8,20,28.6,Matches
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,28.8,2,0,0,21,26,0,15,32,33,0,0,0,254,13,8,61.9,Matches
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,0,0,0,2,7,0,0,3,0,0,2,0,141,0,0,,Matches
Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,0,0,0,10,6,1,0,5,3,0,0,0,31,2,6,25.0,Matches
Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,1,0,0,10,6,0,2,14,9,0,0,0,69,4,17,19.0,Matches
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,0,0,0,0,4,0,0,2,0,0,0,0,184,0,0,,Matches
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,2,0,0,8,6,0,13,5,5,0,0,0,37,7,8,46.7,Matches
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,,Matches
João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,4,0,0,26,27,8,23,10,22,0,0,0,138,25,51,32.9,Matches
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,1,0,0,11,14,0,30,18,19,0,0,0,107,11,11,50.0,Matches
Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,33.2,5,0,0,33,76,0,82,54,59,0,0,1,317,42,30,58.3,Matches
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,6,0,0,26,25,0,3,7,17,0,0,0,99,24,26,48.0,Matches
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,4,0,0,20,41,3,110,25,29,0,0,0,263,20,24,45.5,Matches
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,0,0,0,0,2,0,3,0,1,0,0,0,5,0,4,0.0,Matches
Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,6.3,3,1,1,13,8,0,23,10,5,0,0,0,52,2,10,16.7,Matches
Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,3,1,0,7,2,0,0,10,0,0,0,0,36,9,10,47.4,Matches
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,5,1,1,22,15,0,72,33,22,0,0,0,157,19,16,54.3,Matches
Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,2,0,0,11,8,1,20,12,12,0,0,0,79,11,17,39.3,Matches
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,0,0,0,18,48,3,44,9,11,0,0,0,135,7,20,25.9,Matches
Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,1,0,0,22,8,4,13,3,11,0,0,0,62,5,11,31.3,Matches
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,12,1,1,43,24,2,9,51,30,0,0,0,359,118,64,64.8,Matches
Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,6,0,0,22,28,10,67,12,22,0,0,0,138,12,37,24.5,Matches
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,3,0,0,24,12,0,25,23,35,1,1,0,169,37,20,64.9,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,1,1,0,3,2,0,0,22,7,0,0,0,120,20,17,54.1,Matches
Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,1,0,0,11,10,4,30,14,9,0,0,0,102,5,5,50.0,Matches
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1,0,0,17,18,20,45,8,13,1,0,0,167,13,48,21.3,Matches
Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,2.7,1,0,0,2,4,0,0,7,1,0,0,0,18,5,5,50.0,Matches
Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.4,0,0,0,18,14,3,24,1,1,0,0,0,31,22,33,40.0,Matches
William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,0,0,0,2,5,0,0,22,19,0,0,0,132,29,10,74.4,Matches
Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,0,0,0,3,4,0,3,1,0,0,0,0,4,2,0,100.0,Matches
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,,Matches
Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,4,0,0,22,13,1,1,36,33,0,2,0,278,75,36,67.6,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,2,0,0,30,42,9,42,6,17,0,0,0,79,22,33,40.0,Matches
Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,0,0,0,0,0,0,1,0,3,0,0,0,0,1,2,33.3,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,4,0,0,18,12,0,3,41,30,0,0,0,154,17,20,45.9,Matches
Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,1,0,0,8,18,8,3,1,7,0,0,0,35,34,78,30.4,Matches
Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,2,0,0,27,23,6,22,5,23,0,0,0,106,25,59,29.8,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,3,1,0,14,14,1,25,7,12,0,1,1,50,7,9,43.8,Matches
Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,0,0,0,9,10,2,50,2,7,0,0,0,38,0,8,0.0,Matches
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,4,0,0,32,25,0,4,28,17,0,0,0,193,32,30,51.6,Matches
Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,3,0,0,6,1,1,0,11,7,0,0,0,36,15,10,60.0,Matches
Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,14.7,2,0,0,22,25,4,10,3,10,1,1,0,64,37,53,41.1,Matches
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,1,0,0,16,15,0,2,2,6,0,0,0,48,8,12,40.0,Matches
Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,3,0,0,34,27,2,86,14,25,0,0,0,169,8,18,30.8,Matches
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,9.4,3,1,1,16,33,7,40,2,8,1,0,0,54,5,20,20.0,Matches
Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,0,0,0,2,0,0,0,2,1,0,0,0,22,3,1,75.0,Matches
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,6,0,0,27,12,1,2,34,36,0,0,0,260,52,34,60.5,Matches
Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,12,1,1,29,22,0,0,32,12,0,0,0,235,73,58,55.7,Matches
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,1,0,0,7,3,0,0,5,6,0,1,0,43,9,13,40.9,Matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,1,0,0,8,3,2,7,7,6,0,0,0,40,5,3,62.5,Matches
Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,11,1,1,48,31,0,71,28,35,0,2,0,218,36,33,52.2,Matches
Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,2,0,0,9,17,9,77,15,14,0,0,0,136,1,17,5.6,Matches
Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,25.5,4,0,0,39,44,0,64,42,25,1,1,0,260,32,25,56.1,Matches
Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,3,0,0,11,21,0,0,24,14,0,0,0,154,70,14,83.3,Matches
Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,0,0,0,1,7,0,5,1,1,0,0,0,37,5,5,50.0,Matches
Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,8,0,0,47,23,1,22,37,68,1,0,0,303,38,23,62.3,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,15,1,1,41,41,2,10,34,41,0,0,0,437,71,62,53.4,Matches
Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,1,0,0,28,22,5,0,7,2,0,0,0,39,47,73,39.2,Matches
Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,5,0,0,56,51,3,65,24,44,0,0,0,187,12,34,26.1,Matches
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,23.7,6,0,0,33,73,8,117,9,19,0,0,0,156,10,40,20.0,Matches
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1,0,0,22,32,0,12,40,58,1,0,1,377,49,33,59.8,Matches
Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.1,5,0,0,23,18,6,7,6,6,0,0,0,42,48,43,52.7,Matches
Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.5,4,0,0,16,6,1,9,9,8,0,0,0,52,11,2,84.6,Matches
Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,15.2,3,0,0,21,21,1,5,32,27,0,1,0,111,30,19,61.2,Matches
Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,1,1,0,2,0,0,4,0,3,0,0,0,17,2,0,100.0,Matches
Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,9.4,2,0,0,7,15,2,29,5,7,1,0,0,62,6,1,85.7,Matches
Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,100.0,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,1,0,0,14,10,6,52,10,10,0,0,0,66,4,11,26.7,Matches
Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,1,0,0,1,1,0,7,1,3,0,0,0,26,4,3,57.1,Matches
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,2,0,0,23,37,6,5,12,13,0,0,0,72,40,54,42.6,Matches
Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,3,0,0,23,43,4,101,33,30,1,0,1,232,37,39,48.7,Matches
Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,1,0,0,22,47,12,97,15,19,2,0,0,143,18,49,26.9,Matches
Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,2,0,0,8,10,0,3,34,7,0,0,0,156,14,10,58.3,Matches
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,6,0,0,34,8,2,2,13,27,0,0,0,154,88,40,68.8,Matches
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,4,0,0,20,19,0,65,22,17,0,1,0,115,7,11,38.9,Matches
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,5,0,0,39,56,0,83,32,37,0,0,0,226,24,17,58.5,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,6,0,0,15,10,0,0,24,8,0,0,1,244,59,26,69.4,Matches
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,5,0,0,29,25,2,12,51,27,0,0,0,173,35,27,56.5,Matches
Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,0,0,0,8,11,1,19,3,9,0,0,0,59,6,9,40.0,Matches
Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,2,0,0,6,4,1,16,7,5,0,0,0,31,8,2,80.0,Matches
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,3,0,0,16,21,9,7,0,4,0,0,0,48,51,45,53.1,Matches
Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,1,0,0,2,0,0,0,0,1,0,0,0,3,0,3,0.0,Matches
Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,0,0,0,12,10,3,34,6,4,0,0,0,70,10,21,32.3,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,4,0,0,33,24,0,11,18,44,0,0,0,229,21,20,51.2,Matches
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,6,1,0,21,32,1,1,39,38,0,0,0,247,64,45,58.7,Matches
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,0,0,0,6,10,0,5,4,5,0,0,0,47,23,6,79.3,Matches
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,2,0,0,17,12,1,9,13,6,0,0,0,80,19,16,54.3,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,2,0,0,0,7,0,0,0,0,0,0,0,184,0,0,,Matches
Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,0,0,0,1,0,0,2,1,0,0,0,0,12,4,1,80.0,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1,0,0,12,36,4,99,38,31,0,0,0,244,34,29,54.0,Matches
Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,0,0,0,5,2,0,0,2,2,0,0,0,26,0,1,0.0,Matches
Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,1,0,0,22,4,0,34,18,14,0,0,0,130,22,25,46.8,Matches
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,6,1,1,18,2,0,8,21,19,0,0,0,127,18,11,62.1,Matches
Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,26.2,5,0,0,36,31,0,117,34,27,0,1,0,261,19,23,45.2,Matches
Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,2,0,0,20,22,1,2,40,35,0,1,0,261,57,35,62.0,Matches
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,3,0,0,20,18,1,16,24,22,0,0,0,167,6,30,16.7,Matches
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,10.9,6,1,0,23,3,0,1,26,19,0,0,0,151,25,21,54.3,Matches
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,,Matches
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0,0,0,12,3,4,13,7,8,0,0,0,48,2,2,50.0,Matches
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,3,0,0,1,0,0,0,0,112,0,0,,Matches
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,2,0,0,11,9,0,44,28,15,0,0,0,114,3,4,42.9,Matches
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,3,1,0,11,4,0,0,19,8,0,1,0,111,25,15,62.5,Matches
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,3,0,0,26,20,6,3,2,3,0,0,0,40,70,64,52.2,Matches
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,3,0,0,13,6,5,3,0,3,0,0,0,21,36,31,53.7,Matches
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,1,5,0,0,1,0,0,0,0,143,0,0,,Matches
Ken Sema,se SWE,DF,Udinese,it Serie A,25,1993,25.3,5,0,0,29,15,4,155,17,25,0,0,0,176,15,15,50.0,Matches
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,2,0,0,21,30,3,21,24,37,2,1,0,165,14,9,60.9,Matches
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,6.5,2,0,0,4,6,0,13,9,2,0,0,0,54,6,5,54.5,Matches
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0,0,0,1,4,0,2,1,1,0,0,0,16,1,1,50.0,Matches
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,2,0,0,14,14,0,44,9,11,1,0,0,67,3,4,42.9,Matches
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,32.0,1,0,0,0,4,0,0,0,0,0,0,0,104,0,0,,Matches
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,2,0,0,29,34,1,1,27,46,0,0,0,179,15,15,50.0,Matches
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0,0,0,4,2,2,13,1,0,0,1,0,28,6,5,54.5,Matches
