player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_passes_total_passes_completed,header_passes_total_passes,header_passes_total_passes_pct,header_passes_total_passes_total_distance,header_passes_total_passes_progressive_distance,header_passes_short_passes_completed_short,header_passes_short_passes_short,header_passes_short_passes_pct_short,header_passes_medium_passes_completed_medium,header_passes_medium_passes_medium,header_passes_medium_passes_pct_medium,header_passes_long_passes_completed_long,header_passes_long_passes_long,header_passes_long_passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,11,12,91.7,200,62,0,0,,9,10,90.0,2,2,100.0,0,0.1,-0.1,2,1,0,0,1,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,487,596,81.7,7996,2881,10,26,38.5,413,472,87.5,64,98,65.3,1,1.3,-0.3,12,36,12,6,75,Matches
Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,33.2,1355,1852,73.2,25710,13356,32,83,38.6,1066,1240,86.0,257,529,48.6,3,3.4,-0.4,34,137,49,20,334,Matches
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,351,441,79.6,7223,1933,12,25,48.0,247,285,86.7,92,131,70.2,1,0.4,+0.6,7,40,3,0,38,Matches
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,1163,1532,75.9,20425,7057,39,100,39.0,902,1074,84.0,222,358,62.0,7,4.7,+2.3,56,115,57,11,205,Matches
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,32,43,74.4,605,137,0,0,,28,38,73.7,4,5,80.0,0,0.3,-0.3,3,1,3,0,6,Matches
Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,6.3,231,284,81.3,3460,819,9,17,52.9,205,233,88.0,17,34,50.0,0,1.0,-1.0,9,13,9,3,26,Matches
Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,136,168,81.0,3402,961,0,2,0.0,82,92,89.1,54,74,73.0,0,0.0,0.0,0,9,0,0,3,Matches
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,590,775,76.1,11935,3765,13,31,41.9,426,483,88.2,151,261,57.9,3,2.9,+0.1,28,59,7,0,90,Matches
Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,331,403,82.1,5312,1579,9,20,45.0,272,308,88.3,50,75,66.7,1,1.4,-0.4,11,31,14,3,47,Matches
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,356,490,72.7,6374,1453,6,29,20.7,282,355,79.4,68,106,64.2,4,3.6,+0.4,34,25,15,5,49,Matches
Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,2,2,100.0,36,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,94,130,72.3,1468,433,5,15,33.3,80,92,87.0,9,23,39.1,0,0.4,-0.4,5,6,5,2,13,Matches
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1252,1541,81.2,27996,10398,8,37,21.6,839,937,89.5,405,567,71.4,1,0.6,+0.4,7,119,9,0,118,Matches
Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,659,844,78.1,10760,3132,12,50,24.0,559,652,85.7,88,142,62.0,5,3.4,+1.6,22,38,21,6,75,Matches
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,942,1112,84.7,15696,5928,16,42,38.1,794,880,90.2,132,190,69.5,0,1.0,-1.0,14,70,10,7,139,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,451,516,87.4,9275,3463,5,9,55.6,316,352,89.8,130,155,83.9,0,0.1,-0.1,1,25,1,0,27,Matches
Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,373,471,79.2,6291,2084,7,23,30.4,312,350,89.1,54,98,55.1,0,0.2,-0.2,7,21,8,3,46,Matches
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,746,1004,74.3,11226,2982,18,66,27.3,655,812,80.7,73,126,57.9,10,7.0,+3.0,54,40,60,6,120,Matches
Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,2.7,86,95,90.5,2112,939,0,0,,56,58,96.6,30,37,81.1,0,0.0,0.0,0,11,2,0,9,Matches
Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.4,129,210,61.4,1841,485,4,18,22.2,111,165,67.3,14,27,51.9,0,1.8,-1.8,8,8,8,4,16,Matches
William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,479,544,88.1,10028,3139,4,8,50.0,339,373,90.9,136,163,83.4,0,0.0,0.0,0,33,1,0,35,Matches
Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,36,42,85.7,465,155,1,1,100.0,34,38,89.5,1,3,33.3,0,0.1,-0.1,2,2,3,0,3,Matches
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,96,130,73.8,3247,2099,1,1,100.0,36,36,100.0,59,93,63.4,0,0.0,0.0,0,0,0,0,0,Matches
Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,890,1056,84.3,19255,6699,6,17,35.3,612,664,92.2,272,375,72.5,1,0.1,+0.9,2,41,1,1,52,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,236,343,68.8,3679,837,7,33,21.2,210,263,79.8,19,47,40.4,0,1.3,-1.3,12,13,9,1,27,Matches
Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,6,7,85.7,135,25,0,0,,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,480,588,81.6,8354,1726,9,28,32.1,383,437,87.6,88,123,71.5,1,0.5,+0.5,7,34,8,0,39,Matches
Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,127,179,70.9,1883,283,3,11,27.3,110,146,75.3,14,22,63.6,0,0.3,-0.3,7,6,3,1,10,Matches
Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,253,368,68.8,3660,921,10,31,32.3,219,286,76.6,24,51,47.1,2,2.7,-0.7,19,14,14,5,33,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,191,250,76.4,3507,1566,2,3,66.7,148,174,85.1,41,73,56.2,1,0.1,+0.9,4,13,11,6,42,Matches
Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,202,269,75.1,3757,1068,7,17,41.2,150,177,84.7,45,75,60.0,2,1.7,+0.3,22,8,10,3,41,Matches
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,558,683,81.7,10576,2518,12,27,44.4,421,481,87.5,125,175,71.4,0,0.3,-0.3,5,42,1,0,41,Matches
Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,93,125,74.4,1683,490,3,7,42.9,74,89,83.1,16,29,55.2,0,0.0,0.0,1,4,2,0,6,Matches
Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,14.7,272,357,76.2,4436,621,13,36,36.1,217,266,81.6,42,55,76.4,2,1.8,+0.2,15,20,4,0,14,Matches
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,168,208,80.8,2926,477,4,11,36.4,132,156,84.6,32,41,78.0,1,0.7,+0.3,10,15,0,0,12,Matches
Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,7,8,87.5,109,9,0,0,,7,7,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,816,1007,81.0,15152,4232,14,38,36.8,627,711,88.2,175,258,67.8,1,2.7,-1.7,33,88,19,5,121,Matches
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,9.4,269,374,71.9,5564,1758,6,32,18.8,186,234,79.5,77,108,71.3,8,2.9,+5.1,32,30,29,4,70,Matches
Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,45,55,81.8,821,218,1,1,100.0,36,41,87.8,8,13,61.5,0,0.0,0.0,0,2,0,0,2,Matches
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1298,1496,86.8,28022,8017,6,24,25.0,890,960,92.7,402,512,78.5,0,0.0,0.0,1,48,0,0,60,Matches
Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,738,901,81.9,18350,5061,3,7,42.9,414,479,86.4,321,415,77.3,0,0.2,-0.2,4,26,2,0,44,Matches
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,157,197,79.7,3629,871,2,3,66.7,92,109,84.4,63,85,74.1,1,0.1,+0.9,1,3,0,0,6,Matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,135,173,78.0,2207,645,5,9,55.6,113,133,85.0,17,31,54.8,0,0.4,-0.4,4,2,5,3,19,Matches
Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,739,960,77.0,13923,4134,20,39,51.3,549,643,85.4,170,278,61.2,1,1.2,-0.2,25,70,12,6,92,Matches
Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,1348,1614,83.5,20379,5046,26,72,36.1,1171,1322,88.6,151,220,68.6,16,9.1,+6.9,67,70,57,5,165,Matches
Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,25.5,1637,1903,86.0,29726,10124,28,63,44.4,1305,1409,92.6,304,431,70.5,3,2.2,+0.8,33,108,45,15,182,Matches
Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,6,7,85.7,91,13,0,0,,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,592,681,86.9,13160,3723,6,12,50.0,378,419,90.2,208,250,83.2,1,0.5,+0.5,2,32,1,0,45,Matches
Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,138,187,73.8,2296,729,4,11,36.4,116,144,80.6,18,32,56.3,1,0.5,+0.5,6,16,5,2,24,Matches
Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,1039,1313,79.1,20664,6782,23,50,46.0,752,868,86.6,264,395,66.8,1,1.7,-0.7,24,124,15,1,151,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,734,1009,72.7,13914,4352,9,48,18.8,554,685,80.9,171,276,62.0,1,1.1,-0.1,15,92,9,3,105,Matches
Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,124,177,70.1,1567,219,12,20,60.0,105,147,71.4,7,10,70.0,1,0.3,+0.7,7,3,2,0,7,Matches
Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,726,907,80.0,12400,2469,29,54,53.7,569,668,85.2,128,185,69.2,4,3.3,+0.7,29,54,22,7,68,Matches
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,23.7,657,913,72.0,11130,3824,25,67,37.3,522,631,82.7,110,215,51.2,3,3.6,-0.6,41,63,25,8,129,Matches
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1117,1340,83.4,23147,6111,16,49,32.7,805,899,89.5,296,392,75.5,1,0.9,+0.1,10,140,9,1,122,Matches
Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.1,167,248,67.3,2550,495,5,21,23.8,139,191,72.8,23,36,63.9,0,0.9,-0.9,12,15,2,0,17,Matches
Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.5,349,386,90.4,6917,1638,6,12,50.0,255,271,94.1,88,103,85.4,0,0.1,-0.1,2,13,7,0,34,Matches
Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,15.2,592,682,86.8,11298,4133,3,11,27.3,475,507,93.7,114,164,69.5,0,0.3,-0.3,4,41,2,0,58,Matches
Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,62,84,73.8,1177,346,0,2,0.0,48,56,85.7,14,26,53.8,0,0.1,-0.1,2,10,3,2,11,Matches
Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,9.4,338,448,75.4,6045,1825,17,36,47.2,255,304,83.9,66,108,61.1,4,2.4,+1.6,28,33,21,6,59,Matches
Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,2,0.0,0,0,0,0,,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,524,677,77.4,8099,2092,14,38,36.8,449,518,86.7,61,121,50.4,3,3.1,-0.1,19,52,23,6,67,Matches
Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,91,127,71.7,1636,524,0,2,0.0,75,89,84.3,16,36,44.4,0,0.3,-0.3,4,6,2,1,10,Matches
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,262,365,71.8,3546,708,17,49,34.7,222,280,79.3,23,36,63.9,2,1.0,+1.0,10,12,5,2,22,Matches
Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,1100,1357,81.1,17098,5077,25,57,43.9,938,1064,88.2,137,236,58.1,3,2.1,+0.9,16,70,27,14,124,Matches
Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,438,602,72.8,6741,1814,13,36,36.1,371,461,80.5,54,105,51.4,4,3.1,+0.9,26,14,32,15,53,Matches
Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,1055,1168,90.3,22606,7585,9,16,56.3,731,772,94.7,315,380,82.9,0,0.1,-0.1,2,70,3,1,78,Matches
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,371,512,72.5,7851,1901,6,19,31.6,255,332,76.8,110,161,68.3,2,1.7,+0.3,10,34,5,0,36,Matches
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,458,669,68.5,9443,4380,6,27,22.2,323,412,78.4,129,230,56.1,2,1.5,+0.5,15,31,28,15,114,Matches
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,686,917,74.8,15466,4705,17,35,48.6,447,524,85.3,222,358,62.0,2,2.1,-0.1,29,91,10,0,127,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,864,1036,83.4,18912,6717,8,15,53.3,581,631,92.1,275,390,70.5,0,0.1,-0.1,2,63,4,0,66,Matches
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,576,767,75.1,14600,6231,6,15,40.0,346,393,88.0,224,359,62.4,0,0.1,-0.1,4,72,4,1,64,Matches
Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,220,281,78.3,3353,944,8,21,38.1,185,213,86.9,27,47,57.4,1,1.3,-0.3,11,17,3,1,30,Matches
Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,121,169,71.6,2075,711,1,8,12.5,105,129,81.4,15,32,46.9,0,0.0,0.0,0,4,3,1,21,Matches
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,220,322,68.3,2658,534,15,32,46.9,194,257,75.5,11,33,33.3,2,3.1,-1.1,18,13,6,0,19,Matches
Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,11,14,78.6,126,24,2,2,100.0,9,12,75.0,0,0,,0,0.0,0.0,0,1,1,0,1,Matches
Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,155,248,62.5,2791,1021,5,19,26.3,116,167,69.5,34,62,54.8,2,0.8,+1.2,10,10,17,8,32,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,530,678,78.2,9618,2823,15,43,34.9,415,486,85.4,100,149,67.1,2,2.2,-0.2,14,58,9,1,67,Matches
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,645,795,81.1,15954,5062,6,20,30.0,336,382,88.0,303,393,77.1,0,0.0,0.0,1,38,4,1,43,Matches
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,152,194,78.4,3406,1099,0,5,0.0,108,121,89.3,44,68,64.7,0,0.2,-0.2,3,11,0,0,16,Matches
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,256,342,74.9,4267,1284,6,13,46.2,218,264,82.6,32,65,49.2,1,1.1,-0.1,7,30,5,1,34,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,904,1178,76.7,27945,15745,2,4,50.0,429,432,99.3,473,742,63.7,0,0.6,-0.6,3,4,0,0,3,Matches
Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,41,52,78.8,607,238,0,2,0.0,38,44,86.4,3,6,50.0,1,0.2,+0.8,2,3,2,0,8,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1177,1555,75.7,22357,9924,15,55,27.3,904,1067,84.7,258,433,59.6,1,2.6,-1.6,28,85,29,13,236,Matches
Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,41,53,77.4,744,250,2,2,100.0,31,37,83.8,8,14,57.1,0,0.0,0.0,0,9,1,0,5,Matches
Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,543,758,71.6,11076,5816,5,30,16.7,384,460,83.5,154,268,57.5,0,1.1,-1.1,15,70,20,10,127,Matches
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,494,567,87.1,10391,2945,5,14,35.7,344,378,91.0,145,175,82.9,0,0.2,-0.2,4,59,6,1,62,Matches
Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,26.2,1336,1584,84.3,24265,6533,30,60,50.0,1041,1139,91.4,265,385,68.8,3,2.8,+0.2,37,104,21,3,161,Matches
Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,1282,1426,89.9,29315,9302,11,21,52.4,809,869,93.1,462,536,86.2,0,0.0,0.0,1,40,0,0,73,Matches
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,566,678,83.5,8930,1826,23,50,46.0,459,519,88.4,84,109,77.1,1,0.9,+0.1,11,27,5,1,35,Matches
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,10.9,394,473,83.3,7684,1876,12,21,57.1,277,325,85.2,105,127,82.7,0,0.4,-0.4,9,40,8,0,45,Matches
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,193,317,60.9,6174,3785,0,1,0.0,92,92,100.0,101,224,45.1,0,0.0,0.0,1,5,0,0,0,Matches
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,389,454,85.7,6141,1994,3,15,20.0,341,378,90.2,45,61,73.8,0,0.2,-0.2,4,21,5,2,37,Matches
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,669,979,68.3,21695,13334,1,2,50.0,316,316,100.0,352,661,53.3,0,0.0,0.0,0,10,0,0,0,Matches
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,387,489,79.1,8803,2470,5,11,45.5,251,276,90.9,131,202,64.9,3,1.3,+1.7,13,40,5,1,60,Matches
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,325,399,81.5,6705,2839,3,11,27.3,228,256,89.1,94,132,71.2,0,0.1,-0.1,1,21,0,0,15,Matches
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,141,235,60.0,1769,321,11,19,57.9,121,192,63.0,9,24,37.5,1,0.5,+0.5,5,7,4,0,12,Matches
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,91,135,67.4,1088,203,11,18,61.1,78,107,72.9,2,10,20.0,0,0.3,-0.3,4,4,2,0,7,Matches
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,575,849,67.7,21204,14612,1,2,50.0,219,219,100.0,355,628,56.5,0,0.2,-0.2,1,10,0,0,0,Matches
Ken Sema,se SWE,DF,Udinese,it Serie A,25,1993,25.3,730,1015,71.9,12005,5074,19,76,25.0,612,710,86.2,99,229,43.2,1,3.7,-2.7,40,32,40,28,131,Matches
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1487,1663,89.4,23095,5895,25,62,40.3,1293,1400,92.4,169,201,84.1,2,2.1,-0.1,13,92,23,2,104,Matches
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,6.5,242,317,76.3,4448,2222,3,17,17.6,200,222,90.1,39,78,50.0,0,0.2,-0.2,5,17,5,2,56,Matches
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,77,83,92.8,1444,310,0,0,,55,57,96.5,22,26,84.6,0,0.1,-0.1,3,4,1,1,7,Matches
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,422,515,81.9,7644,1865,16,26,61.5,324,354,91.5,82,135,60.7,2,1.1,+0.9,15,37,17,2,62,Matches
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,32.0,767,1041,73.7,24345,15869,39,39,100.0,333,335,99.4,395,667,59.2,0,0.3,-0.3,2,17,0,0,0,Matches
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,386,498,77.5,7356,1735,14,37,37.8,271,330,82.1,101,131,77.1,0,1.0,-1.0,9,41,9,0,47,Matches
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,145,195,74.4,2401,925,1,8,12.5,122,143,85.3,22,44,50.0,0,0.1,-0.1,2,13,2,1,20,Matches
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,1446,1745,82.9,25781,8606,44,66,66.7,1109,1214,91.4,293,465,63.0,3,3.6,-0.6,54,156,15,0,215,Matches
Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,10.7,278,342,81.3,4404,755,7,19,36.8,235,279,84.2,36,44,81.8,2,2.2,-0.2,15,11,5,0,13,Matches
Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,90,109,82.6,1637,526,1,2,50.0,71,80,88.8,18,27,66.7,0,0.2,-0.2,3,11,3,2,18,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,162,222,73.0,2388,484,5,20,25.0,146,183,79.8,11,19,57.9,2,2.4,-0.4,15,6,8,2,17,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,1121,1296,86.5,16834,6221,18,44,40.9,1010,1104,91.5,93,148,62.8,0,1.5,-1.5,20,60,25,6,136,Matches
Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,4,4,100.0,45,14,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,791,1091,72.5,19393,6386,7,27,25.9,479,556,86.2,305,508,60.0,2,3.9,-1.9,42,128,20,4,149,Matches
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,38,42,90.5,972,347,0,0,,23,24,95.8,15,18,83.3,0,0.0,0.0,0,7,0,0,10,Matches
Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,910,1166,78.0,17999,6721,10,40,25.0,710,840,84.5,190,286,66.4,4,2.1,+1.9,19,56,20,11,171,Matches
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,40,48,83.3,677,221,3,4,75.0,30,34,88.2,7,10,70.0,0,0.0,0.0,0,1,0,0,3,Matches
Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,778,855,91.0,15903,4147,14,17,82.4,542,575,94.3,222,263,84.4,0,0.0,0.0,1,29,3,0,33,Matches
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,78,103,75.7,1042,154,6,10,60.0,66,83,79.5,6,10,60.0,1,0.6,+0.4,6,3,0,0,4,Matches
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,4,4,100.0,81,40,0,0,,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,2,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,868,1110,78.2,16885,5024,16,40,40.0,639,739,86.5,213,331,64.4,3,4.0,-1.0,46,94,27,5,140,Matches
Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.2,84,125,67.2,1545,527,3,9,33.3,65,88,73.9,16,28,57.1,1,0.1,+0.9,3,6,3,1,14,Matches
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,719,835,86.1,13447,3887,13,21,61.9,549,611,89.9,157,203,77.3,2,1.4,+0.6,15,68,8,0,84,Matches
André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,6,11,54.5,71,15,1,2,50.0,5,9,55.6,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,340,483,70.4,5018,979,17,38,44.7,285,378,75.4,38,67,56.7,3,4.4,-1.4,29,20,12,1,39,Matches
Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,1262,1450,87.0,21082,4107,22,54,40.7,1058,1171,90.4,182,225,80.9,7,5.6,+1.4,51,67,41,9,112,Matches
David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,1319,1513,87.2,20974,4209,30,74,40.5,1113,1228,90.6,176,211,83.4,10,5.4,+4.6,46,89,65,1,145,Matches
Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,66,99,66.7,1181,416,1,8,12.5,53,62,85.5,12,29,41.4,0,0.0,0.0,1,3,2,2,13,Matches
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,942,1365,69.0,17844,9563,18,65,27.7,720,849,84.8,204,451,45.2,2,2.1,-0.1,28,76,37,25,222,Matches
Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,176,239,73.6,3024,995,8,18,44.4,139,165,84.2,29,56,51.8,0,1.1,-1.1,11,20,7,2,30,Matches
Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,716,1279,56.0,29300,21313,2,2,100.0,256,259,98.8,458,1018,45.0,0,0.4,-0.4,2,38,0,0,0,Matches
